tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0032163	movie	Zona i nie zona	Zona i nie zona	0	1941	\N	61	Drama,Romance
tt0032164	movie	Zorro's Fighting Legion	Zorro's Fighting Legion	0	1939	\N	114	Action,Adventure,Family
tt0032165	movie	Zwischen Strom und Steppe	Zwischen Strom und Steppe	0	1939	\N	85	Drama,Romance
tt0032166	movie	Zwölf Minuten nach zwölf	Zwölf Minuten nach zwölf	0	1939	\N	87	Comedy,Crime
tt0032168	movie	¡Que viene mi marido!	¡Que viene mi marido!	0	1940	\N	91	Comedy
tt0032170	movie	Diablillos de arrabal	Diablillos de arrabal	0	1940	\N	80	Drama
tt0032171	movie	Åh, en så'n grabb	Åh, en så'n grabb	0	1939	\N	82	Comedy,Drama,Music
tt0032172	movie	È sbarcato un marinaio	È sbarcato un marinaio	0	1940	\N	74	\N
tt0032173	movie	The Five-Forty	Öt óra 40	0	1939	\N	85	Crime,Drama
tt0032174	movie	The New Relative	Az új rokon	0	1934	\N	91	Comedy
tt0032175	movie	Honesty Is the Best Policy	Über alles die Treue	0	1939	\N	\N	\N
tt0032176	movie	'Til We Meet Again	'Til We Meet Again	0	1940	\N	99	Drama,Romance
tt0032177	movie	...som en tjuv om natten	...som en tjuv om natten	0	1940	\N	98	Comedy
tt0032178	movie	20 Mule Team	20 Mule Team	0	1940	\N	84	Western
tt0032179	movie	21 Days Together	21 Days	0	1940	\N	72	Drama
tt0032180	movie	Abbandono	Abbandono	0	1940	\N	100	Drama
tt0032181	movie	Abe Lincoln in Illinois	Abe Lincoln in Illinois	0	1940	\N	110	Biography,Drama,History
tt0032182	movie	Addio, giovinezza!	Addio, giovinezza!	0	1940	\N	94	Comedy
tt0032183	movie	Adventure in Diamonds	Adventure in Diamonds	0	1940	\N	76	Crime,Drama
tt0032184	movie	Adventures of Red Ryder	Adventures of Red Ryder	0	1940	\N	205	Action,Adventure,Western
tt0032185	short	Africa Squeaks	Africa Squeaks	0	1940	\N	8	Animation,Comedy,Family
tt0032186	movie	You're Missing the Point	Ahí está el detalle	0	1940	\N	112	Comedy
tt0032187	movie	Alarm	Alarm	0	1941	\N	90	\N
tt0032188	movie	La alegría de la huerta	La alegría de la huerta	0	1940	\N	82	Comedy,Musical
tt0032189	short	Alfalfa's Double	Alfalfa's Double	0	1940	\N	10	Comedy,Family,Short
tt0032190	short	Ali-Baba Bound	Ali-Baba Bound	0	1940	\N	7	Animation,Comedy,Family
tt0032191	movie	Alias the Deacon	Alias the Deacon	0	1940	\N	74	Adventure,Comedy
tt0032192	short	Alice in Movieland	Alice in Movieland	0	1940	\N	22	Drama,Music,Short
tt0032193	short	All About Hash	All About Hash	0	1940	\N	10	Comedy,Family,Short
tt0032194	movie	All This, and Heaven Too	All This, and Heaven Too	0	1940	\N	141	Drama,Romance
tt0032195	movie	Everybody at His Station	Alle man på post	0	1940	\N	75	Comedy
tt0032196	movie	Alles Schwindel	Alles Schwindel	0	1940	\N	86	\N
tt0032197	movie	Allá en el Trópico	Allá en el Trópico	0	1940	\N	110	Comedy,Drama,Musical
tt0032198	movie	Always a Bride	Always a Bride	0	1940	\N	58	Comedy,Romance
tt0032199	movie	Am I Guilty?	Am I Guilty?	0	1940	\N	70	Action,Crime,Drama
tt0032200	movie	Amami, Alfredo!	Amami, Alfredo!	0	1940	\N	92	Drama,Romance
tt0032201	movie	Americaner Shadchen	Americaner Shadchen	0	1940	\N	87	Comedy,Romance
tt0032202	movie	Amiamoci così	Amiamoci così	0	1940	\N	82	\N
tt0032203	movie	Among Human Wolves	Secret Journey	0	1939	\N	72	Drama,War
tt0032204	movie	Amore di ussaro	Amore di ussaro	0	1940	\N	78	\N
tt0032205	movie	And One Was Beautiful	And One Was Beautiful	0	1940	\N	70	Drama,Romance
tt0032206	movie	Andy Hardy Meets Debutante	Andy Hardy Meets Debutante	0	1940	\N	88	Comedy,Family,Romance
tt0032207	movie	An Angel from Texas	An Angel from Texas	0	1940	\N	69	Comedy,Romance
tt0032208	movie	Angelika	Angelika	0	1940	\N	97	\N
tt0032209	movie	Angels Over Broadway	Angels Over Broadway	0	1940	\N	79	Adventure,Comedy,Crime
tt0032210	movie	Anjaam	Anjaam	0	1940	\N	\N	\N
tt0032211	movie	Anne of Windy Poplars	Anne of Windy Poplars	0	1940	\N	86	Drama
tt0032212	movie	Antonio Meucci	Antonio Meucci	0	1940	\N	87	\N
tt0032213	movie	Come Up Smiling	Come Up Smiling	0	1939	\N	77	Comedy,Musical
tt0032214	short	Ants in the Plants	Ants in the Plants	0	1940	\N	7	Animation,Short
tt0032215	movie	The Ape	The Ape	0	1940	\N	62	Horror
tt0032216	movie	After Mein Kampf?: The Story of Adolph Hitler	Mein Kampf - My Crimes	0	1940	\N	55	Biography,Documentary,Drama
tt0032217	movie	L'arcidiavolo	L'arcidiavolo	0	1940	\N	84	\N
tt0032218	movie	Argentine Nights	Argentine Nights	0	1940	\N	75	Comedy,Music
tt0032219	movie	Argila	Argila	0	1940	\N	103	Drama,Romance
tt0032220	movie	Arise, My Love	Arise, My Love	0	1940	\N	110	Comedy,Drama,Romance
tt0032221	movie	Arizona	Arizona	0	1940	\N	125	Action,Romance,Western
tt0032222	movie	Arizona Frontier	Arizona Frontier	0	1940	\N	60	Western
tt0032223	movie	Arizona Gang Busters	Arizona Gang Busters	0	1940	\N	60	Western
tt0032224	movie	Arriviamo noi!	Arriviamo noi!	0	1942	\N	75	\N
tt0032225	movie	The Siege of the Alcazar	L'assedio dell'Alcazar	0	1940	\N	112	Drama,War
tt0032226	movie	Aurat	Aurat	0	1940	\N	154	Drama
tt0032227	movie	Aus erster Ehe	Aus erster Ehe	0	1940	\N	89	\N
tt0032228	short	Autumn	Osen	0	1940	\N	\N	Short
tt0032229	movie	An Adventure of Salvator Rosa	Un'avventura di Salvator Rosa	0	1939	\N	97	Adventure
tt0032230	movie	Babicka	Babicka	0	1940	\N	90	Drama,Romance
tt0032231	movie	Babies for Sale	Babies for Sale	0	1940	\N	65	Crime,Drama
tt0032232	movie	Bad Man from Red Butte	Bad Man from Red Butte	0	1940	\N	58	Western
tt0032233	movie	Bal paré	Bal paré	0	1940	\N	104	Comedy,Music,Romance
tt0032234	movie	The Bank Dick	The Bank Dick	0	1940	\N	72	Comedy
tt0032235	short	Barcelona, ritmo de un día	Barcelona, ritmo de un día	0	1940	\N	\N	Documentary,Short
tt0032237	movie	Barnet	Barnet	0	1940	\N	85	Family
tt0032238	short	Barnyard Babies	Barnyard Babies	0	1940	\N	7	Animation,Short
tt0032239	movie	Barnyard Follies	Barnyard Follies	0	1940	\N	67	Comedy,Drama,Music
tt0032240	movie	Bastard	Bastard	0	1940	\N	87	Drama
tt0032242	movie	Il bazar delle idee	Il bazar delle idee	0	1940	\N	70	\N
tt0032243	short	The Bear's Tale	The Bear's Tale	0	1940	\N	9	Animation,Comedy,Family
tt0032244	short	Bedtime for Sniffles	Bedtime for Sniffles	0	1940	\N	8	Animation,Comedy,Family
tt0032245	movie	Before I Hang	Before I Hang	0	1940	\N	62	Crime,Horror,Sci-Fi
tt0032246	movie	Behind the News	Behind the News	0	1940	\N	75	Action,Comedy,Crime
tt0032247	movie	Beyond Tomorrow	Beyond Tomorrow	0	1940	\N	84	Drama,Fantasy,Romance
tt0032248	movie	Beáta és az ördög	Beáta és az ördög	0	1941	\N	89	\N
tt0032249	short	The Big Premiere	The Big Premiere	0	1940	\N	11	Comedy,Family,Short
tt0032250	movie	Un bigote para dos	Un bigote para dos	0	1940	\N	71	Comedy
tt0032251	short	Billposters	Billposters	0	1940	\N	8	Animation,Comedy,Family
tt0032252	movie	A Bill of Divorcement	A Bill of Divorcement	0	1940	\N	74	Drama
tt0032253	movie	Billy the Kid in Texas	Billy the Kid in Texas	0	1940	\N	52	Western
tt0032254	movie	The Biscuit Eater	The Biscuit Eater	0	1940	\N	81	Drama,Family
tt0032255	movie	Bismarck	Bismarck	0	1940	\N	118	Biography,Drama
tt0032256	movie	Bitter Sweet	Bitter Sweet	0	1940	\N	94	Drama,Musical,Romance
tt0032257	movie	Black Diamonds	Black Diamonds	0	1940	\N	60	Crime,Drama,Film-Noir
tt0032258	movie	Black Friday	Black Friday	0	1940	\N	70	Crime,Drama,Film-Noir
tt0032259	movie	Blazing Six Shooters	Blazing Six Shooters	0	1940	\N	61	Western
tt0032260	movie	Den blomstertid...	Den blomstertid...	0	1940	\N	100	Drama
tt0032261	movie	Blondie has Servant Trouble	Blondie Has Servant Trouble	0	1940	\N	70	Comedy,Family
tt0032262	movie	Blondie Plays Cupid	Blondie Plays Cupid	0	1940	\N	68	Adventure,Comedy,Family
tt0032263	movie	Blondie on a Budget	Blondie on a Budget	0	1940	\N	72	Comedy,Family
tt0032264	movie	The Blue Bird	The Blue Bird	0	1940	\N	88	Adventure,Family,Fantasy
tt0032265	movie	Blyge Anton	Blyge Anton	0	1940	\N	108	Comedy
tt0032266	movie	Boccaccio	Boccaccio	0	1940	\N	80	Comedy
tt0032267	short	Boda en el pueblo	Boda en el pueblo	0	1940	\N	10	Documentary,Short
tt0032268	movie	Bolshaya zhizn	Bolshaya zhizn	0	1939	\N	94	Drama
tt0032269	short	Bone Trouble	Bone Trouble	0	1940	\N	9	Animation,Comedy,Family
tt0032270	short	Boobs in Arms	Boobs in Arms	0	1940	\N	18	Comedy,Short,War
tt0032271	short	Boogie-Doodle	Boogie-Doodle	0	1941	\N	4	Animation,Short
tt0032272	short	The Bookworm Turns	The Bookworm Turns	0	1940	\N	9	Animation,Comedy,Short
tt0032273	movie	Boom Town	Boom Town	0	1940	\N	119	Drama,Western
tt0032274	movie	The Border Legion	The Border Legion	0	1940	\N	58	Western
tt0032275	movie	Boy	Boy	0	1940	\N	98	Adventure,History
tt0032276	movie	The Boys from Syracuse	The Boys from Syracuse	0	1940	\N	73	Comedy,Musical
tt0032277	movie	Boys of the City	Boys of the City	0	1940	\N	68	Comedy,Mystery,Thriller
tt0032278	movie	Brat geroya	Brat geroya	0	1940	\N	67	Family
tt0032279	movie	The Bride Wore Crutches	The Bride Wore Crutches	0	1940	\N	55	Action,Adventure,Comedy
tt0032280	movie	The Briggs Family	The Briggs Family	0	1940	\N	68	Crime,Drama
tt0032281	movie	Brigham Young	Brigham Young	0	1940	\N	114	Adventure,Biography,History
tt0032282	short	Bring Himself Back Alive	Bring Himself Back Alive	0	1940	\N	6	Animation,Short
tt0032283	movie	British Intelligence	British Intelligence	0	1939	\N	61	Romance,Thriller,War
tt0032284	movie	Broadway Melody of 1940	Broadway Melody of 1940	0	1940	\N	102	Musical
tt0032285	movie	Brother Orchid	Brother Orchid	0	1940	\N	88	Comedy,Crime,Drama
tt0032286	movie	Brother Rat and a Baby	Brother Rat and a Baby	0	1940	\N	87	Comedy
tt0032287	movie	Ett brott	Ett brott	0	1940	\N	92	Crime,Drama
tt0032288	short	Bubbling Troubles	Bubbling Troubles	0	1940	\N	10	Comedy,Family,Short
tt0032289	movie	Buck Benny Rides Again	Buck Benny Rides Again	0	1940	\N	84	Adventure,Comedy,Music
tt0032290	movie	Buck Rogers	Buck Rogers	0	1939	\N	237	Adventure,Family,Sci-Fi
tt0032292	movie	Bullet Code	Bullet Code	0	1940	\N	58	Western
tt0032293	movie	Bullets for Rustlers	Bullets for Rustlers	0	1940	\N	58	Western
tt0032294	short	Busy Bakers	Busy Bakers	0	1940	\N	7	Animation,Comedy,Family
tt0032295	short	Buyer Beware	Buyer Beware	0	1940	\N	20	Crime,Drama,Short
tt0032296	movie	Cafe Hostess	Cafe Hostess	0	1940	\N	65	Crime,Drama,Thriller
tt0032297	movie	Calling All Husbands	Calling All Husbands	0	1940	\N	63	Comedy
tt0032298	short	Calling Dr. Porky	Calling Dr. Porky	0	1940	\N	7	Animation,Comedy,Family
tt0032299	movie	Calling Philo Vance	Calling Philo Vance	0	1940	\N	62	Crime,Mystery,Thriller
tt0032300	movie	Song of My Heart	Cantate con me	0	1940	\N	83	Comedy
tt0032301	movie	La canzone rubata	La canzone rubata	0	1940	\N	85	Comedy
tt0032302	movie	Capitan Fracassa	Capitan Fracassa	0	1940	\N	90	Adventure
tt0032303	movie	Il capitano degli ussari	Il capitano degli ussari	0	1940	\N	68	Comedy
tt0032304	movie	Captain Caution	Captain Caution	0	1940	\N	86	Action,Adventure,Romance
tt0032305	movie	The Captain Is a Lady	The Captain Is a Lady	0	1940	\N	65	Comedy
tt0032306	movie	D'Ye Ken John Peel?	D'Ye Ken John Peel?	0	1935	\N	81	Adventure,Drama,Romance
tt0032307	movie	Caravaggio, il pittore maledetto	Caravaggio, il pittore maledetto	0	1941	\N	105	Drama
tt0032308	movie	Only the Valiant	La carga de los valientes	0	1940	\N	80	Drama
tt0032309	movie	Carnaval de antaño	Carnaval de antaño	0	1940	\N	86	Comedy,Musical
tt0032310	movie	Il carnevale di Venezia	Il carnevale di Venezia	0	1939	\N	68	\N
tt0032311	movie	Carolina Moon	Carolina Moon	0	1940	\N	65	Western
tt0032312	movie	The Carson City Kid	The Carson City Kid	0	1940	\N	57	Western
tt0032313	movie	The Frightened Lady	The Case of the Frightened Lady	0	1940	\N	81	Crime,Drama,Mystery
tt0032314	movie	The House of the Arrow	The House of the Arrow	0	1940	\N	66	Mystery
tt0032315	movie	Castle on the Hudson	Castle on the Hudson	0	1940	\N	77	Crime,Drama
tt0032316	short	Cat College	Cat College	0	1940	\N	10	Documentary,Short
tt0032317	movie	The Knight of Kruja	Il cavaliere di Kruja	0	1940	\N	78	Drama
tt0032318	movie	Il cavaliere senza nome	Il cavaliere senza nome	0	1941	\N	85	\N
tt0032319	short	Ceiling Hero	Ceiling Hero	0	1940	\N	6	Animation,Comedy,Family
tt0032320	movie	Cento lettere d'amore	Cento lettere d'amore	0	1940	\N	67	\N
tt0032321	movie	Chad Hanna	Chad Hanna	0	1940	\N	88	Drama,Romance
tt0032322	short	Channel Incident	Channel Incident	0	1940	\N	8	Short
tt0032323	movie	Charley's (Big-Hearted) Aunt	Charley's (Big-Hearted) Aunt	0	1940	\N	75	Comedy
tt0032324	movie	Charlie Chan at the Wax Museum	Charlie Chan at the Wax Museum	0	1940	\N	63	Mystery
tt0032325	movie	Charlie Chan in Panama	Charlie Chan in Panama	0	1940	\N	67	Adventure,Mystery
tt0032326	movie	Charlie Chan's Murder Cruise	Charlie Chan's Murder Cruise	0	1940	\N	76	Mystery
tt0032327	movie	El charro Negro	El charro Negro	0	1940	\N	70	Adventure,Drama,Western
tt0032328	movie	Charter Pilot	Charter Pilot	0	1940	\N	70	Adventure
tt0032329	movie	Chasing Trouble	Chasing Trouble	0	1940	\N	64	Drama
tt0032330	movie	Cherokee Strip	Cherokee Strip	0	1940	\N	86	Western
tt0032331	short	The Chewin' Bruin	The Chewin' Bruin	0	1940	\N	7	Animation,Comedy,Family
tt0032332	movie	The Cheyenne Kid	The Cheyenne Kid	0	1940	\N	50	Western
tt0032333	movie	A Child Is Born	A Child Is Born	0	1939	\N	79	Drama
tt0032334	movie	The Chinese Den	The Chinese Bungalow	0	1940	\N	72	Drama
tt0032335	movie	Chingolo	Chingolo	0	1940	\N	79	Comedy
tt0032336	movie	Chip of the Flying U	Chip of the Flying U	0	1939	\N	55	Action,Music,Western
tt0032337	movie	The Great Beginning	Chlen pravitelstva	0	1940	\N	99	Drama
tt0032338	movie	Christmas in July	Christmas in July	0	1940	\N	67	Comedy,Romance
tt0032339	movie	A Chump at Oxford	A Chump at Oxford	0	1940	\N	62	Comedy,Family
tt0032340	short	Circus Today	Circus Today	0	1940	\N	9	Animation,Comedy,Family
tt0032341	movie	The Cisco Kid and the Lady	The Cisco Kid and the Lady	0	1939	\N	74	Western
tt0032342	movie	City for Conquest	City for Conquest	0	1940	\N	104	Drama,Music,Sport
tt0032343	movie	City of Chance	City of Chance	0	1940	\N	56	Comedy,Crime,Drama
tt0032344	movie	Claudine	Claudine	0	1940	\N	\N	\N
tt0032345	short	Cold Turkey	Cold Turkey	0	1940	\N	20	Comedy,Short
tt0032346	movie	Colorado	Colorado	0	1940	\N	57	Western
tt0032347	movie	Comin' Round the Mountain	Comin' Round the Mountain	0	1940	\N	63	Comedy,Music,Romance
tt0032348	short	Common Heritage	Common Heritage	0	1940	\N	19	Short
tt0032349	movie	Comrade X	Comrade X	0	1940	\N	104	Comedy,Romance
tt0032350	movie	La comédie du bonheur	La comédie du bonheur	0	1940	\N	108	Comedy
tt0032351	movie	Four Shall Die	Four Shall Die	0	1940	\N	72	Crime,Horror
tt0032352	short	Confederate Honey	Confederate Honey	0	1940	\N	8	Animation,Comedy,Family
tt0032353	movie	Congo Maisie	Congo Maisie	0	1940	\N	71	Comedy,Drama
tt0032354	movie	The Conquest of the Air	The Conquest of the Air	0	1931	\N	71	Drama,History
tt0032355	short	The Constable	The Constable	0	1940	\N	6	Animation,Short
tt0032356	movie	Blackout	Contraband	0	1940	\N	92	Crime,Drama,Romance
tt0032357	short	Contraste	Contraste	0	1940	\N	\N	Musical,Short
tt0032358	movie	Convicted Woman	Convicted Woman	0	1940	\N	65	Action,Crime,Drama
tt0032359	movie	Convoy	Convoy	0	1940	\N	90	Drama,War
tt0032360	movie	O Cortejo do Mundo Português	O Cortejo do Mundo Português	0	1942	\N	\N	\N
tt0032361	movie	The Courageous Dr. Christian	The Courageous Dr. Christian	0	1940	\N	67	Drama
tt0032362	movie	Covered Wagon Days	Covered Wagon Days	0	1940	\N	56	Western
tt0032363	movie	Covered Wagon Trails	Covered Wagon Trails	0	1940	\N	52	Western
tt0032364	movie	The Cowboy from Sundown	The Cowboy from Sundown	0	1940	\N	57	Western
tt0032365	movie	Creo en Dios	Creo en Dios	0	1941	\N	105	Crime,Drama
tt0032366	movie	Crimes at the Dark House	Crimes at the Dark House	0	1940	\N	69	Drama
tt0032367	movie	The Crooked Road	The Crooked Road	0	1940	\N	66	Drama
tt0032368	short	Cross Country Detours	Cross Country Detours	0	1940	\N	10	Animation,Comedy,Family
tt0032369	movie	Cross-Country Romance	Cross-Country Romance	0	1940	\N	68	Comedy,Romance
tt0032370	movie	El crucero Baleares	El crucero Baleares	0	1941	\N	85	War
tt0032371	short	Cookoo Cavaliers	Cookoo Cavaliers	0	1940	\N	18	Comedy,Short
tt0032372	movie	A Cultura do Melão no Ribatejo	A Cultura do Melão no Ribatejo	0	1939	\N	\N	Documentary
tt0032373	movie	Curtain Call	Curtain Call	0	1940	\N	63	Comedy,Romance
tt0032374	short	Córdoba	Córdoba	0	1940	\N	\N	Short
tt0032375	movie	Dad Rudd, M.P.	Dad Rudd, M.P.	0	1940	\N	83	Comedy
tt0032376	movie	Dance, Girl, Dance	Dance, Girl, Dance	0	1940	\N	90	Comedy,Drama,Music
tt0032377	movie	Dancing on a Dime	Dancing on a Dime	0	1940	\N	74	Comedy,Drama,Music
tt0032378	short	The Dandy Lion	The Dandy Lion	0	1940	\N	6	Animation,Comedy,Short
tt0032379	movie	Danger Ahead	Danger Ahead	0	1940	\N	60	Adventure
tt0032380	movie	Danger on Wheels	Danger on Wheels	0	1940	\N	61	Sport,Thriller
tt0032381	movie	Dankó Pista	Dankó Pista	0	1940	\N	95	Drama,Romance
tt0032382	movie	La danza dei milioni	La danza dei milioni	0	1940	\N	70	Comedy
tt0032383	movie	Dark Command	Dark Command	0	1940	\N	94	Western
tt0032384	movie	De Mayerling à Sarajevo	De Mayerling à Sarajevo	0	1940	\N	95	Drama
tt0032385	movie	De la ferraille à l'acier victorieux	De la ferraille à l'acier victorieux	0	1940	\N	\N	\N
tt0032386	movie	Deadwood Dick	Deadwood Dick	0	1940	\N	285	Western
tt0032387	movie	Death Rides the Range	Death Rides the Range	0	1939	\N	58	Western
tt0032388	movie	One Day in Soviet Russia	Den novogo mira	0	1941	\N	56	Documentary
tt0032390	movie	The Devil Bat	The Devil Bat	0	1940	\N	68	Horror,Sci-Fi
tt0032391	movie	Devil's Island	Devil's Island	0	1939	\N	62	Drama,Thriller
tt0032392	movie	The Devil's Pipeline	The Devil's Pipeline	0	1940	\N	65	Adventure,Drama,Romance
tt0032393	short	El diablo oportuno	El diablo oportuno	0	1940	\N	\N	Animation,Short
tt0032394	movie	Diamond Frontier	Diamond Frontier	0	1940	\N	73	Adventure,Crime,Romance
tt0032395	movie	Diamond Queen	Diamond Queen	0	1940	\N	155	Action,Adventure
tt0032396	movie	A Dispatch from Reuters	A Dispatch from Reuters	0	1940	\N	90	Biography,Drama
tt0032397	movie	The Doctor Takes a Wife	The Doctor Takes a Wife	0	1940	\N	88	Comedy,Romance
tt0032398	short	Doing Impossikible Stunts	Doing Impossikible Stunts	0	1940	\N	7	Animation,Comedy,Family
tt0032399	movie	La Dolores	La Dolores	0	1940	\N	102	Drama,Musical
tt0032400	movie	Don Pasquale	Don Pasquale	0	1940	\N	101	Drama
tt0032401	short	Donald's Dog Laundry	Donald's Dog Laundry	0	1940	\N	8	Animation,Comedy,Family
tt0032402	short	Donald's Vacation	Donald's Vacation	0	1940	\N	8	Animation,Comedy,Family
tt0032403	movie	Donauschiffer	Donauschiffer	0	1940	\N	90	Adventure,Romance
tt0032404	movie	Doomed to Die	Doomed to Die	0	1940	\N	68	Crime,Drama,Mystery
tt0032405	short	A Door Will Open	A Door Will Open	0	1940	\N	11	Short
tt0032406	movie	Chamber of Horrors	The Door with Seven Locks	0	1940	\N	89	Drama,Horror,Mystery
tt0032407	movie	Dopo divorzieremo	Dopo divorzieremo	0	1940	\N	85	Comedy
tt0032408	short	Dots	Dots	0	1940	\N	3	Animation,Short
tt0032409	movie	Double Alibi	Double Alibi	0	1940	\N	60	Adventure,Crime,Mystery
tt0032410	movie	Down Argentine Way	Down Argentine Way	0	1940	\N	89	Comedy,Drama,Musical
tt0032411	movie	Dr. Christian Meets the Women	Dr. Christian Meets the Women	0	1940	\N	68	Drama
tt0032412	movie	Dr. Cyclops	Dr. Cyclops	0	1940	\N	77	Adventure,Drama,Horror
tt0032413	movie	Dr. Ehrlich's Magic Bullet	Dr. Ehrlich's Magic Bullet	0	1940	\N	103	Biography,Drama
tt0032414	movie	Dr. Kildare Goes Home	Dr. Kildare Goes Home	0	1940	\N	79	Drama
tt0032415	movie	Dr. Kildare's Crisis	Dr. Kildare's Crisis	0	1940	\N	75	Drama
tt0032416	movie	Dr. Kildare's Strange Case	Dr. Kildare's Strange Case	0	1940	\N	77	Crime,Drama
tt0032417	movie	Dreaming Out Loud	Dreaming Out Loud	0	1940	\N	81	Comedy
tt0032418	movie	Drei Väter um Anna	Drei Väter um Anna	0	1939	\N	87	\N
tt0032420	movie	Drums of Fu Manchu	Drums of Fu Manchu	0	1940	\N	269	Action,Adventure,Crime
tt0032421	movie	Drums of the Desert	Drums of the Desert	0	1940	\N	64	Adventure
tt0032422	movie	Dulcy	Dulcy	0	1940	\N	73	Adventure,Comedy,Romance
tt0032423	movie	The Durango Kid	The Durango Kid	0	1940	\N	61	Western
tt0032424	movie	The Earl of Chicago	The Earl of Chicago	0	1940	\N	87	Action,Comedy,Crime
tt0032425	movie	Earl of Puddlestone	Earl of Puddlestone	0	1940	\N	67	Comedy
tt0032426	short	The Early Worm Gets the Bird	The Early Worm Gets the Bird	0	1940	\N	8	Animation,Comedy,Family
tt0032427	movie	Earthbound	Earthbound	0	1940	\N	67	Fantasy,Mystery
tt0032428	movie	East Side Kids	East Side Kids	0	1940	\N	62	Comedy,Drama,Romance
tt0032429	movie	East of the River	East of the River	0	1940	\N	74	Crime,Drama
tt0032430	movie	L'ebbrezza del cielo	L'ebbrezza del cielo	0	1940	\N	98	\N
tt0032432	movie	Edison, the Man	Edison, the Man	0	1940	\N	107	Biography,Drama
tt0032433	short	The Egg Collector	The Egg Collector	0	1940	\N	8	Animation,Comedy,Family
tt0032434	movie	Egy csók és más semmi	Egy csók és más semmi	0	1941	\N	77	Comedy,Musical
tt0032435	movie	Eladó birtok	Eladó birtok	0	1941	\N	86	Comedy,Romance
tt0032436	movie	Eli Eli	Eli Eli	0	1940	\N	88	Drama
tt0032437	movie	L'elisir d'amore	L'elisir d'amore	0	1941	\N	85	Comedy
tt0032438	movie	Ellery Queen, Master Detective	Ellery Queen, Master Detective	0	1940	\N	69	Adventure,Crime,Drama
tt0032439	short	Elmer's Candid Camera	Elmer's Candid Camera	0	1940	\N	8	Animation,Comedy,Family
tt0032440	movie	Emergency Squad	Emergency Squad	0	1940	\N	58	Drama
tt0032441	movie	En poder de Barba Azul	En poder de Barba Azul	0	1940	\N	91	\N
tt0032442	movie	One, But a Lion!	En, men ett lejon!	0	1940	\N	94	Comedy
tt0032443	movie	Enemy Agent	Enemy Agent	0	1940	\N	64	Adventure,Mystery
tt0032444	movie	Erdélyi kastély	Erdélyi kastély	0	1940	\N	76	Drama
tt0032445	movie	Ergens in Nederland	Ergens in Nederland	0	1940	\N	109	Romance,War
tt0032446	movie	Erzsébet királyné	Erzsébet királyné	0	1940	\N	98	Drama,History
tt0032447	movie	Escape	Escape	0	1940	\N	104	Drama
tt0032448	movie	Escape to Glory	Escape to Glory	0	1940	\N	64	Drama,War
tt0032449	short	Eyes of the Navy	Eyes of the Navy	0	1940	\N	20	Documentary,Short
tt0032450	movie	Falstaff in Vienna	Falstaff in Wien	0	1940	\N	92	Music,Romance
tt0032451	movie	Una famiglia impossibile	Una famiglia impossibile	0	1940	\N	75	Comedy
tt0032452	movie	Familien Olsen	Familien Olsen	0	1940	\N	91	Comedy,Crime,Drama
tt0032453	movie	El famoso Carballeira	El famoso Carballeira	0	1940	\N	89	Comedy,Drama
tt0032454	movie	La fanciulla di Portici	La fanciulla di Portici	0	1940	\N	88	Drama
tt0032455	movie	Fantasia	Fantasia	0	1940	\N	125	Animation,Family,Fantasy
tt0032456	movie	The Farmer's Daughter	The Farmer's Daughter	0	1940	\N	60	Comedy,Music
tt0032457	movie	The Fatal Hour	The Fatal Hour	0	1940	\N	68	Crime,Mystery,Thriller
tt0032458	movie	Father Is a Prince	Father Is a Prince	0	1940	\N	57	Comedy,Drama
tt0032459	movie	The French Way	Fausse alerte	0	1940	\N	90	Comedy,Romance
tt0032460	short	Fazenda Velha	Fazenda Velha	0	1940	\N	\N	Short
tt0032461	movie	Enemies	Feinde	0	1940	\N	91	Drama,Romance,War
tt0032462	movie	Feitiço do Império	Feitiço do Império	0	1940	\N	146	Drama
tt0032463	short	Females Is Fickle	Females Is Fickle	0	1940	\N	6	Animation,Comedy,Family
tt0032464	short	Feria en Sevilla	Feria en Sevilla	0	1940	\N	13	Documentary,Short
tt0032465	movie	The Fight for Life	The Fight for Life	0	1940	\N	69	Drama,History
tt0032466	short	Fightin Pals	Fightin Pals	0	1940	\N	7	Animation,Comedy,Family
tt0032467	movie	The Fighting 69th	The Fighting 69th	0	1940	\N	90	Action,Adventure,Biography
tt0032468	movie	La figlia del corsaro verde	La figlia del corsaro verde	0	1940	\N	76	Adventure
tt0032469	movie	Fingers	Fingers	0	1941	\N	69	Drama
tt0032470	short	Fire Chief	Fire Chief	0	1940	\N	8	Animation,Comedy,Family
tt0032471	short	The Fishing Bear	The Fishing Bear	0	1940	\N	8	Animation,Comedy,Family
tt0032472	movie	Five Little Peppers at Home	Five Little Peppers at Home	0	1940	\N	67	Drama
tt0032473	movie	Five Little Peppers in Trouble	Five Little Peppers in Trouble	0	1940	\N	64	Comedy,Drama
tt0032474	short	The Flag of Humanity	The Flag of Humanity	0	1940	\N	19	Biography,Drama,Family
tt0032475	movie	Flash Gordon Conquers the Universe	Flash Gordon Conquers the Universe	0	1940	\N	220	Action,Adventure,Sci-Fi
tt0032476	movie	Flight Angels	Flight Angels	0	1940	\N	74	Comedy,Drama,Romance
tt0032477	movie	Flight Command	Flight Command	0	1940	\N	116	Drama,War
