linenr|mixed_string|mixed_double
13993|1|1
13994|TEST|3.5
13995|3|3.5
13996|1|1
13997|TEST|3.5
13998|3|3.5
13999|1|1
14000|TEST|3.5
14001|3|3.5
14002|1|1
14003|TEST|3.5
14004|3|3.5
14005|1|1
14006|TEST|3.5
14007|3|3.5
14008|1|1
14009|TEST|3.5
14010|3|3.5
14011|1|1
14012|TEST|3.5
14013|3|3.5
14014|1|1
14015|TEST|3.5
14016|3|3.5
14017|1|1
14018|TEST|3.5
14019|3|3.5
14020|1|1
14021|TEST|3.5
14022|3|3.5
14023|1|1
14024|TEST|3.5
14025|3|3.5
14026|1|1
14027|TEST|3.5
14028|3|3.5
14029|1|1
14030|TEST|3.5
14031|3|3.5
14032|1|1
14033|TEST|3.5
14034|3|3.5
14035|1|1
14036|TEST|3.5
14037|3|3.5
14038|1|1
14039|TEST|3.5
14040|3|3.5
14041|1|1
14042|TEST|3.5
14043|3|3.5
14044|1|1
14045|TEST|3.5
14046|3|3.5
14047|1|1
14048|TEST|3.5
14049|3|3.5
14050|1|1
14051|TEST|3.5
14052|3|3.5
14053|1|1
14054|TEST|3.5
14055|3|3.5
14056|1|1
14057|TEST|3.5
14058|3|3.5
14059|1|1
14060|TEST|3.5
14061|3|3.5
14062|1|1
14063|TEST|3.5
14064|3|3.5
14065|1|1
14066|TEST|3.5
14067|3|3.5
14068|1|1
14069|TEST|3.5
14070|3|3.5
14071|1|1
14072|TEST|3.5
14073|3|3.5
14074|1|1
14075|TEST|3.5
14076|3|3.5
14077|1|1
14078|TEST|3.5
14079|3|3.5
14080|1|1
14081|TEST|3.5
14082|3|3.5
14083|1|1
14084|TEST|3.5
14085|3|3.5
14086|1|1
14087|TEST|3.5
14088|3|3.5
14089|1|1
14090|TEST|3.5
14091|3|3.5
14092|1|1
14093|TEST|3.5
14094|3|3.5
14095|1|1
14096|TEST|3.5
14097|3|3.5
14098|1|1
14099|TEST|3.5
14100|3|3.5
14101|1|1
14102|TEST|3.5
14103|3|3.5
14104|1|1
14105|TEST|3.5
14106|3|3.5
14107|1|1
14108|TEST|3.5
14109|3|3.5
14110|1|1
14111|TEST|3.5
14112|3|3.5
14113|1|1
14114|TEST|3.5
14115|3|3.5
14116|1|1
14117|TEST|3.5
14118|3|3.5
14119|1|1
14120|TEST|3.5
14121|3|3.5
14122|1|1
14123|TEST|3.5
14124|3|3.5
14125|1|1
14126|TEST|3.5
14127|3|3.5
14128|1|1
14129|TEST|3.5
14130|3|3.5
14131|1|1
14132|TEST|3.5
14133|3|3.5
14134|1|1
14135|TEST|3.5
14136|3|3.5
14137|1|1
14138|TEST|3.5
14139|3|3.5
14140|1|1
14141|TEST|3.5
14142|3|3.5
14143|1|1
14144|TEST|3.5
14145|3|3.5
14146|1|1
14147|TEST|3.5
14148|3|3.5
14149|1|1
14150|TEST|3.5
14151|3|3.5
14152|1|1
14153|TEST|3.5
14154|3|3.5
14155|1|1
14156|TEST|3.5
14157|3|3.5
14158|1|1
14159|TEST|3.5
14160|3|3.5
14161|1|1
14162|TEST|3.5
14163|3|3.5
14164|1|1
14165|TEST|3.5
14166|3|3.5
14167|1|1
14168|TEST|3.5
14169|3|3.5
14170|1|1
14171|TEST|3.5
14172|3|3.5
14173|1|1
14174|TEST|3.5
14175|3|3.5
14176|1|1
14177|TEST|3.5
14178|3|3.5
14179|1|1
14180|TEST|3.5
14181|3|3.5
14182|1|1
14183|TEST|3.5
14184|3|3.5
14185|1|1
14186|TEST|3.5
14187|3|3.5
14188|1|1
14189|TEST|3.5
14190|3|3.5
14191|1|1
14192|TEST|3.5
14193|3|3.5
14194|1|1
14195|TEST|3.5
14196|3|3.5
14197|1|1
14198|TEST|3.5
14199|3|3.5
14200|1|1
14201|TEST|3.5
14202|3|3.5
14203|1|1
14204|TEST|3.5
14205|3|3.5
14206|1|1
14207|TEST|3.5
14208|3|3.5
14209|1|1
14210|TEST|3.5
14211|3|3.5
14212|1|1
14213|TEST|3.5
14214|3|3.5
14215|1|1
14216|TEST|3.5
14217|3|3.5
14218|1|1
14219|TEST|3.5
14220|3|3.5
14221|1|1
14222|TEST|3.5
14223|3|3.5
14224|1|1
14225|TEST|3.5
14226|3|3.5
14227|1|1
14228|TEST|3.5
14229|3|3.5
14230|1|1
14231|TEST|3.5
14232|3|3.5
14233|1|1
14234|TEST|3.5
14235|3|3.5
14236|1|1
14237|TEST|3.5
14238|3|3.5
14239|1|1
14240|TEST|3.5
14241|3|3.5
14242|1|1
14243|TEST|3.5
14244|3|3.5
14245|1|1
14246|TEST|3.5
14247|3|3.5
14248|1|1
14249|TEST|3.5
14250|3|3.5
14251|1|1
14252|TEST|3.5
14253|3|3.5
14254|1|1
14255|TEST|3.5
14256|3|3.5
14257|1|1
14258|TEST|3.5
14259|3|3.5
14260|1|1
14261|TEST|3.5
14262|3|3.5
14263|1|1
14264|TEST|3.5
14265|3|3.5
14266|1|1
14267|TEST|3.5
14268|3|3.5
14269|1|1
14270|TEST|3.5
14271|3|3.5
14272|1|1
14273|TEST|3.5
14274|3|3.5
14275|1|1
14276|TEST|3.5
14277|3|3.5
14278|1|1
14279|TEST|3.5
14280|3|3.5
14281|1|1
14282|TEST|3.5
14283|3|3.5
14284|1|1
14285|TEST|3.5
14286|3|3.5
14287|1|1
14288|TEST|3.5
14289|3|3.5
14290|1|1
14291|TEST|3.5
14292|3|3.5
14293|1|1
14294|TEST|3.5
14295|3|3.5
14296|1|1
14297|TEST|3.5
14298|3|3.5
14299|1|1
14300|TEST|3.5
14301|3|3.5
14302|1|1
14303|TEST|3.5
14304|3|3.5
14305|1|1
14306|TEST|3.5
14307|3|3.5
14308|1|1
14309|TEST|3.5
14310|3|3.5
14311|1|1
14312|TEST|3.5
14313|3|3.5
14314|1|1
14315|TEST|3.5
14316|3|3.5
14317|1|1
14318|TEST|3.5
14319|3|3.5
14320|1|1
14321|TEST|3.5
14322|3|3.5
14323|1|1
14324|TEST|3.5
14325|3|3.5
14326|1|1
14327|TEST|3.5
14328|3|3.5
14329|1|1
14330|TEST|3.5
14331|3|3.5
14332|1|1
14333|TEST|3.5
14334|3|3.5
14335|1|1
14336|TEST|3.5
14337|3|3.5
14338|1|1
14339|TEST|3.5
14340|3|3.5
14341|1|1
14342|TEST|3.5
14343|3|3.5
14344|1|1
14345|TEST|3.5
14346|3|3.5
14347|1|1
14348|TEST|3.5
14349|3|3.5
14350|1|1
14351|TEST|3.5
14352|3|3.5
14353|1|1
14354|TEST|3.5
14355|3|3.5
14356|1|1
14357|TEST|3.5
14358|3|3.5
14359|1|1
14360|TEST|3.5
14361|3|3.5
14362|1|1
14363|TEST|3.5
14364|3|3.5
14365|1|1
14366|TEST|3.5
14367|3|3.5
14368|1|1
14369|TEST|3.5
14370|3|3.5
14371|1|1
14372|TEST|3.5
14373|3|3.5
14374|1|1
14375|TEST|3.5
14376|3|3.5
14377|1|1
14378|TEST|3.5
14379|3|3.5
14380|1|1
14381|TEST|3.5
14382|3|3.5
14383|1|1
14384|TEST|3.5
14385|3|3.5
14386|1|1
14387|TEST|3.5
14388|3|3.5
14389|1|1
14390|TEST|3.5
14391|3|3.5
14392|1|1
14393|TEST|3.5
14394|3|3.5
14395|1|1
14396|TEST|3.5
14397|3|3.5
14398|1|1
14399|TEST|3.5
14400|3|3.5
14401|1|1
14402|TEST|3.5
14403|3|3.5
14404|1|1
14405|TEST|3.5
14406|3|3.5
14407|1|1
14408|TEST|3.5
14409|3|3.5
14410|1|1
14411|TEST|3.5
14412|3|3.5
14413|1|1
14414|TEST|3.5
14415|3|3.5
14416|1|1
14417|TEST|3.5
14418|3|3.5
14419|1|1
14420|TEST|3.5
14421|3|3.5
14422|1|1
14423|TEST|3.5
14424|3|3.5
14425|1|1
14426|TEST|3.5
14427|3|3.5
14428|1|1
14429|TEST|3.5
14430|3|3.5
14431|1|1
14432|TEST|3.5
14433|3|3.5
14434|1|1
14435|TEST|3.5
14436|3|3.5
14437|1|1
14438|TEST|3.5
14439|3|3.5
14440|1|1
14441|TEST|3.5
14442|3|3.5
14443|1|1
14444|TEST|3.5
14445|3|3.5
14446|1|1
14447|TEST|3.5
14448|3|3.5
14449|1|1
14450|TEST|3.5
14451|3|3.5
14452|1|1
14453|TEST|3.5
14454|3|3.5
14455|1|1
14456|TEST|3.5
14457|3|3.5
14458|1|1
14459|TEST|3.5
14460|3|3.5
14461|1|1
14462|TEST|3.5
14463|3|3.5
14464|1|1
14465|TEST|3.5
14466|3|3.5
14467|1|1
14468|TEST|3.5
14469|3|3.5
14470|1|1
14471|TEST|3.5
14472|3|3.5
14473|1|1
14474|TEST|3.5
14475|3|3.5
14476|1|1
14477|TEST|3.5
14478|3|3.5
14479|1|1
14480|TEST|3.5
14481|3|3.5
14482|1|1
14483|TEST|3.5
14484|3|3.5
14485|1|1
14486|TEST|3.5
14487|3|3.5
14488|1|1
14489|TEST|3.5
14490|3|3.5
14491|1|1
14492|TEST|3.5
14493|3|3.5
14494|1|1
14495|TEST|3.5
14496|3|3.5
14497|1|1
14498|TEST|3.5
14499|3|3.5
14500|1|1
14501|TEST|3.5
14502|3|3.5
14503|1|1
14504|TEST|3.5
14505|3|3.5
14506|1|1
14507|TEST|3.5
14508|3|3.5
14509|1|1
14510|TEST|3.5
14511|3|3.5
14512|1|1
14513|TEST|3.5
14514|3|3.5
14515|1|1
14516|TEST|3.5
14517|3|3.5
14518|1|1
14519|TEST|3.5
14520|3|3.5
14521|1|1
14522|TEST|3.5
14523|3|3.5
14524|1|1
14525|TEST|3.5
14526|3|3.5
14527|1|1
14528|TEST|3.5
14529|3|3.5
14530|1|1
14531|TEST|3.5
14532|3|3.5
14533|1|1
14534|TEST|3.5
14535|3|3.5
14536|1|1
14537|TEST|3.5
14538|3|3.5
14539|1|1
14540|TEST|3.5
14541|3|3.5
14542|1|1
14543|TEST|3.5
14544|3|3.5
14545|1|1
14546|TEST|3.5
14547|3|3.5
14548|1|1
14549|TEST|3.5
14550|3|3.5
14551|1|1
14552|TEST|3.5
14553|3|3.5
14554|1|1
14555|TEST|3.5
14556|3|3.5
14557|1|1
14558|TEST|3.5
14559|3|3.5
14560|1|1
14561|TEST|3.5
14562|3|3.5
14563|1|1
14564|TEST|3.5
14565|3|3.5
14566|1|1
14567|TEST|3.5
14568|3|3.5
14569|1|1
14570|TEST|3.5
14571|3|3.5
14572|1|1
14573|TEST|3.5
14574|3|3.5
14575|1|1
14576|TEST|3.5
14577|3|3.5
14578|1|1
14579|TEST|3.5
14580|3|3.5
14581|1|1
14582|TEST|3.5
14583|3|3.5
14584|1|1
14585|TEST|3.5
14586|3|3.5
14587|1|1
14588|TEST|3.5
14589|3|3.5
14590|1|1
14591|TEST|3.5
14592|3|3.5
14593|1|1
14594|TEST|3.5
14595|3|3.5
14596|1|1
14597|TEST|3.5
14598|3|3.5
14599|1|1
14600|TEST|3.5
14601|3|3.5
14602|1|1
14603|TEST|3.5
14604|3|3.5
14605|1|1
14606|TEST|3.5
14607|3|3.5
14608|1|1
14609|TEST|3.5
14610|3|3.5
14611|1|1
14612|TEST|3.5
14613|3|3.5
14614|1|1
14615|TEST|3.5
14616|3|3.5
14617|1|1
14618|TEST|3.5
14619|3|3.5
14620|1|1
14621|TEST|3.5
14622|3|3.5
14623|1|1
14624|TEST|3.5
14625|3|3.5
14626|1|1
14627|TEST|3.5
14628|3|3.5
14629|1|1
14630|TEST|3.5
14631|3|3.5
14632|1|1
14633|TEST|3.5
14634|3|3.5
14635|1|1
14636|TEST|3.5
14637|3|3.5
14638|1|1
14639|TEST|3.5
14640|3|3.5
14641|1|1
14642|TEST|3.5
14643|3|3.5
14644|1|1
14645|TEST|3.5
14646|3|3.5
14647|1|1
14648|TEST|3.5
14649|3|3.5
14650|1|1
14651|TEST|3.5
14652|3|3.5
14653|1|1
14654|TEST|3.5
14655|3|3.5
14656|1|1
14657|TEST|3.5
14658|3|3.5
14659|1|1
14660|TEST|3.5
14661|3|3.5
14662|1|1
14663|TEST|3.5
14664|3|3.5
14665|1|1
14666|TEST|3.5
14667|3|3.5
14668|1|1
14669|TEST|3.5
14670|3|3.5
14671|1|1
14672|TEST|3.5
14673|3|3.5
14674|1|1
14675|TEST|3.5
14676|3|3.5
14677|1|1
14678|TEST|3.5
14679|3|3.5
14680|1|1
14681|TEST|3.5
14682|3|3.5
14683|1|1
14684|TEST|3.5
14685|3|3.5
14686|1|1
14687|TEST|3.5
14688|3|3.5
14689|1|1
14690|TEST|3.5
14691|3|3.5
14692|1|1
14693|TEST|3.5
14694|3|3.5
14695|1|1
14696|TEST|3.5
14697|3|3.5
14698|1|1
14699|TEST|3.5
14700|3|3.5
14701|1|1
14702|TEST|3.5
14703|3|3.5
14704|1|1
14705|TEST|3.5
14706|3|3.5
14707|1|1
14708|TEST|3.5
14709|3|3.5
14710|1|1
14711|TEST|3.5
14712|3|3.5
14713|1|1
14714|TEST|3.5
14715|3|3.5
14716|1|1
14717|TEST|3.5
14718|3|3.5
14719|1|1
14720|TEST|3.5
14721|3|3.5
14722|1|1
14723|TEST|3.5
14724|3|3.5
14725|1|1
14726|TEST|3.5
14727|3|3.5
14728|1|1
14729|TEST|3.5
14730|3|3.5
14731|1|1
14732|TEST|3.5
14733|3|3.5
14734|1|1
14735|TEST|3.5
14736|3|3.5
14737|1|1
14738|TEST|3.5
14739|3|3.5
14740|1|1
14741|TEST|3.5
14742|3|3.5
14743|1|1
14744|TEST|3.5
14745|3|3.5
14746|1|1
14747|TEST|3.5
14748|3|3.5
14749|1|1
14750|TEST|3.5
14751|3|3.5
14752|1|1
14753|TEST|3.5
14754|3|3.5
14755|1|1
14756|TEST|3.5
14757|3|3.5
14758|1|1
14759|TEST|3.5
14760|3|3.5
14761|1|1
14762|TEST|3.5
14763|3|3.5
14764|1|1
14765|TEST|3.5
14766|3|3.5
14767|1|1
14768|TEST|3.5
14769|3|3.5
14770|1|1
14771|TEST|3.5
14772|3|3.5
14773|1|1
14774|TEST|3.5
14775|3|3.5
14776|1|1
14777|TEST|3.5
14778|3|3.5
14779|1|1
14780|TEST|3.5
14781|3|3.5
14782|1|1
14783|TEST|3.5
14784|3|3.5
14785|1|1
14786|TEST|3.5
14787|3|3.5
14788|1|1
14789|TEST|3.5
14790|3|3.5
14791|1|1
14792|TEST|3.5
14793|3|3.5
14794|1|1
14795|TEST|3.5
14796|3|3.5
14797|1|1
14798|TEST|3.5
14799|3|3.5
14800|1|1
14801|TEST|3.5
14802|3|3.5
14803|1|1
14804|TEST|3.5
14805|3|3.5
14806|1|1
14807|TEST|3.5
14808|3|3.5
14809|1|1
14810|TEST|3.5
14811|3|3.5
14812|1|1
14813|TEST|3.5
14814|3|3.5
14815|1|1
14816|TEST|3.5
14817|3|3.5
14818|1|1
14819|TEST|3.5
14820|3|3.5
14821|1|1
14822|TEST|3.5
14823|3|3.5
14824|1|1
14825|TEST|3.5
14826|3|3.5
14827|1|1
14828|TEST|3.5
14829|3|3.5
14830|1|1
14831|TEST|3.5
14832|3|3.5
14833|1|1
14834|TEST|3.5
14835|3|3.5
14836|1|1
14837|TEST|3.5
14838|3|3.5
14839|1|1
14840|TEST|3.5
14841|3|3.5
14842|1|1
14843|TEST|3.5
14844|3|3.5
14845|1|1
14846|TEST|3.5
14847|3|3.5
14848|1|1
14849|TEST|3.5
14850|3|3.5
14851|1|1
14852|TEST|3.5
14853|3|3.5
14854|1|1
14855|TEST|3.5
14856|3|3.5
14857|1|1
14858|TEST|3.5
14859|3|3.5
14860|1|1
14861|TEST|3.5
14862|3|3.5
14863|1|1
14864|TEST|3.5
14865|3|3.5
14866|1|1
14867|TEST|3.5
14868|3|3.5
14869|1|1
14870|TEST|3.5
14871|3|3.5
14872|1|1
14873|TEST|3.5
14874|3|3.5
14875|1|1
14876|TEST|3.5
14877|3|3.5
14878|1|1
14879|TEST|3.5
14880|3|3.5
14881|1|1
14882|TEST|3.5
14883|3|3.5
14884|1|1
14885|TEST|3.5
14886|3|3.5
14887|1|1
14888|TEST|3.5
14889|3|3.5
14890|1|1
14891|TEST|3.5
14892|3|3.5
14893|1|1
14894|TEST|3.5
14895|3|3.5
14896|1|1
14897|TEST|3.5
14898|3|3.5
14899|1|1
14900|TEST|3.5
14901|3|3.5
14902|1|1
14903|TEST|3.5
14904|3|3.5
14905|1|1
14906|TEST|3.5
14907|3|3.5
14908|1|1
14909|TEST|3.5
14910|3|3.5
14911|1|1
14912|TEST|3.5
14913|3|3.5
14914|1|1
14915|TEST|3.5
14916|3|3.5
14917|1|1
14918|TEST|3.5
14919|3|3.5
14920|1|1
14921|TEST|3.5
14922|3|3.5
14923|1|1
14924|TEST|3.5
14925|3|3.5
14926|1|1
14927|TEST|3.5
14928|3|3.5
14929|1|1
14930|TEST|3.5
14931|3|3.5
14932|1|1
14933|TEST|3.5
14934|3|3.5
14935|1|1
14936|TEST|3.5
14937|3|3.5
14938|1|1
14939|TEST|3.5
14940|3|3.5
14941|1|1
14942|TEST|3.5
14943|3|3.5
14944|1|1
14945|TEST|3.5
14946|3|3.5
14947|1|1
14948|TEST|3.5
14949|3|3.5
14950|1|1
14951|TEST|3.5
14952|3|3.5
14953|1|1
14954|TEST|3.5
14955|3|3.5
14956|1|1
14957|TEST|3.5
14958|3|3.5
14959|1|1
14960|TEST|3.5
14961|3|3.5
14962|1|1
14963|TEST|3.5
14964|3|3.5
14965|1|1
14966|TEST|3.5
14967|3|3.5
14968|1|1
14969|TEST|3.5
14970|3|3.5
14971|1|1
14972|TEST|3.5
14973|3|3.5
14974|1|1
14975|TEST|3.5
14976|3|3.5
14977|1|1
14978|TEST|3.5
14979|3|3.5
14980|1|1
14981|TEST|3.5
14982|3|3.5
14983|1|1
14984|TEST|3.5
14985|3|3.5
14986|1|1
14987|TEST|3.5
14988|3|3.5
14989|1|1
14990|TEST|3.5
14991|3|3.5
14992|1|1
14993|TEST|3.5
14994|3|3.5
14995|1|1
14996|TEST|3.5
14997|3|3.5
14998|1|1
14999|TEST|3.5
15000|3|3.5
15001|1|1
15002|TEST|3.5
15003|3|3.5
15004|1|1
15005|TEST|3.5
15006|3|3.5
15007|1|1
15008|TEST|3.5
15009|3|3.5
15010|1|1
15011|TEST|3.5
15012|3|3.5
15013|1|1
15014|TEST|3.5
15015|3|3.5
15016|1|1
15017|TEST|3.5
15018|3|3.5
15019|1|1
15020|TEST|3.5
15021|3|3.5
15022|1|1
15023|TEST|3.5
15024|3|3.5
15025|1|1
15026|TEST|3.5
15027|3|3.5
15028|1|1
15029|TEST|3.5
15030|3|3.5
15031|1|1
15032|TEST|3.5
15033|3|3.5
15034|1|1
15035|TEST|3.5
15036|3|3.5
15037|1|1
15038|TEST|3.5
15039|3|3.5
15040|1|1
15041|TEST|3.5
15042|3|3.5
15043|1|1
15044|TEST|3.5
15045|3|3.5
15046|1|1
15047|TEST|3.5
15048|3|3.5
15049|1|1
15050|TEST|3.5
15051|3|3.5
15052|1|1
15053|TEST|3.5
15054|3|3.5
15055|1|1
15056|TEST|3.5
15057|3|3.5
15058|1|1
15059|TEST|3.5
15060|3|3.5
15061|1|1
15062|TEST|3.5
15063|3|3.5
15064|1|1
15065|TEST|3.5
15066|3|3.5
15067|1|1
15068|TEST|3.5
15069|3|3.5
15070|1|1
15071|TEST|3.5
15072|3|3.5
15073|1|1
15074|TEST|3.5
15075|3|3.5
15076|1|1
15077|TEST|3.5
15078|3|3.5
15079|1|1
15080|TEST|3.5
15081|3|3.5
15082|1|1
15083|TEST|3.5
15084|3|3.5
15085|1|1
15086|TEST|3.5
15087|3|3.5
15088|1|1
15089|TEST|3.5
15090|3|3.5
15091|1|1
15092|TEST|3.5
15093|3|3.5
15094|1|1
15095|TEST|3.5
15096|3|3.5
15097|1|1
15098|TEST|3.5
15099|3|3.5
15100|1|1
15101|TEST|3.5
15102|3|3.5
15103|1|1
15104|TEST|3.5
15105|3|3.5
15106|1|1
15107|TEST|3.5
15108|3|3.5
15109|1|1
15110|TEST|3.5
15111|3|3.5
15112|1|1
15113|TEST|3.5
15114|3|3.5
15115|1|1
15116|TEST|3.5
15117|3|3.5
15118|1|1
15119|TEST|3.5
15120|3|3.5
15121|1|1
15122|TEST|3.5
15123|3|3.5
15124|1|1
15125|TEST|3.5
15126|3|3.5
15127|1|1
15128|TEST|3.5
15129|3|3.5
15130|1|1
15131|TEST|3.5
15132|3|3.5
15133|1|1
15134|TEST|3.5
15135|3|3.5
15136|1|1
15137|TEST|3.5
15138|3|3.5
15139|1|1
15140|TEST|3.5
15141|3|3.5
15142|1|1
15143|TEST|3.5
15144|3|3.5
15145|1|1
15146|TEST|3.5
15147|3|3.5
15148|1|1
15149|TEST|3.5
15150|3|3.5
15151|1|1
15152|TEST|3.5
15153|3|3.5
15154|1|1
15155|TEST|3.5
15156|3|3.5
15157|1|1
15158|TEST|3.5
15159|3|3.5
15160|1|1
15161|TEST|3.5
15162|3|3.5
15163|1|1
15164|TEST|3.5
15165|3|3.5
15166|1|1
15167|TEST|3.5
15168|3|3.5
15169|1|1
15170|TEST|3.5
15171|3|3.5
15172|1|1
15173|TEST|3.5
15174|3|3.5
15175|1|1
15176|TEST|3.5
15177|3|3.5
15178|1|1
15179|TEST|3.5
15180|3|3.5
15181|1|1
15182|TEST|3.5
15183|3|3.5
15184|1|1
15185|TEST|3.5
15186|3|3.5
15187|1|1
15188|TEST|3.5
15189|3|3.5
15190|1|1
15191|TEST|3.5
15192|3|3.5
15193|1|1
15194|TEST|3.5
15195|3|3.5
15196|1|1
15197|TEST|3.5
15198|3|3.5
15199|1|1
15200|TEST|3.5
15201|3|3.5
15202|1|1
15203|TEST|3.5
15204|3|3.5
15205|1|1
15206|TEST|3.5
15207|3|3.5
15208|1|1
15209|TEST|3.5
15210|3|3.5
15211|1|1
15212|TEST|3.5
15213|3|3.5
15214|1|1
15215|TEST|3.5
15216|3|3.5
15217|1|1
15218|TEST|3.5
15219|3|3.5
15220|1|1
15221|TEST|3.5
15222|3|3.5
15223|1|1
15224|TEST|3.5
15225|3|3.5
15226|1|1
15227|TEST|3.5
15228|3|3.5
15229|1|1
15230|TEST|3.5
15231|3|3.5
15232|1|1
15233|TEST|3.5
15234|3|3.5
15235|1|1
15236|TEST|3.5
15237|3|3.5
15238|1|1
15239|TEST|3.5
15240|3|3.5
15241|1|1
15242|TEST|3.5
15243|3|3.5
15244|1|1
15245|TEST|3.5
15246|3|3.5
15247|1|1
15248|TEST|3.5
15249|3|3.5
15250|1|1
15251|TEST|3.5
15252|3|3.5
15253|1|1
15254|TEST|3.5
15255|3|3.5
15256|1|1
15257|TEST|3.5
15258|3|3.5
15259|1|1
15260|TEST|3.5
15261|3|3.5
15262|1|1
15263|TEST|3.5
15264|3|3.5
15265|1|1
15266|TEST|3.5
15267|3|3.5
15268|1|1
15269|TEST|3.5
15270|3|3.5
15271|1|1
15272|TEST|3.5
15273|3|3.5
15274|1|1
15275|TEST|3.5
15276|3|3.5
15277|1|1
15278|TEST|3.5
15279|3|3.5
15280|1|1
15281|TEST|3.5
15282|3|3.5
15283|1|1
15284|TEST|3.5
15285|3|3.5
15286|1|1
15287|TEST|3.5
15288|3|3.5
15289|1|1
15290|TEST|3.5
15291|3|3.5
15292|1|1
15293|TEST|3.5
15294|3|3.5
15295|1|1
15296|TEST|3.5
15297|3|3.5
15298|1|1
15299|TEST|3.5
15300|3|3.5
15301|1|1
15302|TEST|3.5
15303|3|3.5
15304|1|1
15305|TEST|3.5
15306|3|3.5
15307|1|1
15308|TEST|3.5
15309|3|3.5
15310|1|1
15311|TEST|3.5
15312|3|3.5
15313|1|1
15314|TEST|3.5
15315|3|3.5
15316|1|1
15317|TEST|3.5
15318|3|3.5
15319|1|1
15320|TEST|3.5
15321|3|3.5
15322|1|1
15323|TEST|3.5
15324|3|3.5
15325|1|1
15326|TEST|3.5
15327|3|3.5
15328|1|1
15329|TEST|3.5
15330|3|3.5
15331|1|1
15332|TEST|3.5
15333|3|3.5
15334|1|1
15335|TEST|3.5
15336|3|3.5
15337|1|1
15338|TEST|3.5
15339|3|3.5
15340|1|1
15341|TEST|3.5
15342|3|3.5
15343|1|1
15344|TEST|3.5
15345|3|3.5
15346|1|1
15347|TEST|3.5
15348|3|3.5
15349|1|1
15350|TEST|3.5
15351|3|3.5
15352|1|1
15353|TEST|3.5
15354|3|3.5
15355|1|1
15356|TEST|3.5
15357|3|3.5
15358|1|1
15359|TEST|3.5
15360|3|3.5
15361|1|1
15362|TEST|3.5
15363|3|3.5
15364|1|1
15365|TEST|3.5
15366|3|3.5
15367|1|1
15368|TEST|3.5
15369|3|3.5
15370|1|1
15371|TEST|3.5
15372|3|3.5
15373|1|1
15374|TEST|3.5
15375|3|3.5
15376|1|1
15377|TEST|3.5
15378|3|3.5
15379|1|1
15380|TEST|3.5
15381|3|3.5
15382|1|1
15383|TEST|3.5
15384|3|3.5
15385|1|1
15386|TEST|3.5
15387|3|3.5
15388|1|1
15389|TEST|3.5
15390|3|3.5
15391|1|1
15392|TEST|3.5
15393|3|3.5
15394|1|1
15395|TEST|3.5
15396|3|3.5
15397|1|1
15398|TEST|3.5
15399|3|3.5
15400|1|1
15401|TEST|3.5
15402|3|3.5
15403|1|1
15404|TEST|3.5
15405|3|3.5
15406|1|1
15407|TEST|3.5
15408|3|3.5
15409|1|1
15410|TEST|3.5
15411|3|3.5
15412|1|1
15413|TEST|3.5
15414|3|3.5
15415|1|1
15416|TEST|3.5
15417|3|3.5
15418|1|1
15419|TEST|3.5
15420|3|3.5
15421|1|1
15422|TEST|3.5
15423|3|3.5
15424|1|1
15425|TEST|3.5
15426|3|3.5
15427|1|1
15428|TEST|3.5
15429|3|3.5
15430|1|1
15431|TEST|3.5
15432|3|3.5
15433|1|1
15434|TEST|3.5
15435|3|3.5
15436|1|1
15437|TEST|3.5
15438|3|3.5
15439|1|1
15440|TEST|3.5
15441|3|3.5
15442|1|1
15443|TEST|3.5
15444|3|3.5
15445|1|1
15446|TEST|3.5
15447|3|3.5
15448|1|1
15449|TEST|3.5
15450|3|3.5
15451|1|1
15452|TEST|3.5
15453|3|3.5
15454|1|1
15455|TEST|3.5
15456|3|3.5
15457|1|1
15458|TEST|3.5
15459|3|3.5
15460|1|1
15461|TEST|3.5
15462|3|3.5
15463|1|1
15464|TEST|3.5
15465|3|3.5
15466|1|1
15467|TEST|3.5
15468|3|3.5
15469|1|1
15470|TEST|3.5
15471|3|3.5
15472|1|1
15473|TEST|3.5
15474|3|3.5
15475|1|1
15476|TEST|3.5
15477|3|3.5
15478|1|1
15479|TEST|3.5
15480|3|3.5
15481|1|1
15482|TEST|3.5
15483|3|3.5
15484|1|1
15485|TEST|3.5
15486|3|3.5
15487|1|1
15488|TEST|3.5
15489|3|3.5
15490|1|1
15491|TEST|3.5
15492|3|3.5
15493|1|1
15494|TEST|3.5
15495|3|3.5
15496|1|1
15497|TEST|3.5
15498|3|3.5
15499|1|1
15500|TEST|3.5
15501|3|3.5
15502|1|1
15503|TEST|3.5
15504|3|3.5
15505|1|1
15506|TEST|3.5
15507|3|3.5
15508|1|1
15509|TEST|3.5
15510|3|3.5
15511|1|1
15512|TEST|3.5
15513|3|3.5
15514|1|1
15515|TEST|3.5
15516|3|3.5
15517|1|1
15518|TEST|3.5
15519|3|3.5
15520|1|1
15521|TEST|3.5
15522|3|3.5
15523|1|1
15524|TEST|3.5
15525|3|3.5
15526|1|1
15527|TEST|3.5
15528|3|3.5
15529|1|1
15530|TEST|3.5
15531|3|3.5
15532|1|1
15533|TEST|3.5
15534|3|3.5
15535|1|1
15536|TEST|3.5
15537|3|3.5
15538|1|1
15539|TEST|3.5
15540|3|3.5
15541|1|1
15542|TEST|3.5
15543|3|3.5
15544|1|1
15545|TEST|3.5
