p_brand|p_type|p_size|supplier_cnt
Brand#53|ECONOMY BURNISHED TIN|14|416
Brand#53|ECONOMY BURNISHED TIN|19|416
Brand#53|LARGE ANODIZED BRASS|9|416
Brand#53|LARGE ANODIZED COPPER|23|416
Brand#53|LARGE BRUSHED TIN|49|416
Brand#53|LARGE BURNISHED NICKEL|23|416
Brand#53|LARGE BURNISHED STEEL|45|416
Brand#53|LARGE POLISHED BRASS|36|416
Brand#53|MEDIUM ANODIZED BRASS|19|416
Brand#53|MEDIUM BRUSHED BRASS|23|416
Brand#53|MEDIUM BURNISHED COPPER|14|416
Brand#53|MEDIUM BURNISHED NICKEL|19|416
Brand#53|PROMO ANODIZED BRASS|45|416
Brand#53|PROMO ANODIZED NICKEL|45|416
Brand#53|PROMO BRUSHED BRASS|3|416
Brand#53|PROMO BRUSHED TIN|14|416
Brand#53|PROMO BURNISHED STEEL|9|416
Brand#53|PROMO PLATED STEEL|3|416
Brand#53|PROMO PLATED TIN|36|416
Brand#53|PROMO PLATED TIN|45|416
Brand#53|PROMO POLISHED NICKEL|9|416
Brand#53|PROMO POLISHED STEEL|49|416
Brand#53|SMALL ANODIZED NICKEL|19|416
Brand#53|SMALL BRUSHED BRASS|19|416
Brand#53|SMALL BURNISHED COPPER|36|416
Brand#53|SMALL BURNISHED TIN|19|416
Brand#53|SMALL POLISHED COPPER|3|416
Brand#53|SMALL POLISHED NICKEL|23|416
Brand#53|STANDARD ANODIZED BRASS|3|416
Brand#53|STANDARD ANODIZED COPPER|45|416
Brand#53|STANDARD ANODIZED TIN|36|416
Brand#53|STANDARD BRUSHED TIN|45|416
Brand#53|STANDARD BURNISHED BRASS|3|416
Brand#53|STANDARD BURNISHED STEEL|36|416
Brand#53|STANDARD PLATED TIN|45|416
Brand#54|ECONOMY ANODIZED BRASS|19|416
Brand#54|ECONOMY ANODIZED COPPER|19|416
Brand#54|ECONOMY ANODIZED NICKEL|49|416
Brand#54|ECONOMY ANODIZED STEEL|49|416
Brand#54|ECONOMY BRUSHED STEEL|9|416
Brand#54|ECONOMY BURNISHED COPPER|9|416
Brand#54|LARGE ANODIZED BRASS|49|416
Brand#54|LARGE ANODIZED COPPER|23|416
Brand#54|LARGE PLATED STEEL|23|416
Brand#54|LARGE POLISHED BRASS|9|416
Brand#54|MEDIUM BRUSHED COPPER|19|416
Brand#54|MEDIUM BURNISHED STEEL|36|416
Brand#54|MEDIUM BURNISHED STEEL|45|416
Brand#54|PROMO BRUSHED COPPER|9|416
Brand#54|PROMO BRUSHED STEEL|19|416
Brand#54|PROMO BURNISHED BRASS|23|416
Brand#54|PROMO BURNISHED COPPER|45|416
Brand#54|PROMO POLISHED STEEL|49|416
Brand#54|PROMO POLISHED TIN|45|416
Brand#54|SMALL ANODIZED BRASS|3|416
Brand#54|SMALL ANODIZED BRASS|23|416
Brand#54|SMALL BRUSHED BRASS|45|416
Brand#54|SMALL PLATED NICKEL|14|416
Brand#54|SMALL POLISHED TIN|9|416
Brand#54|STANDARD BURNISHED COPPER|3|416
Brand#54|STANDARD BURNISHED TIN|49|416
Brand#54|STANDARD PLATED STEEL|23|416
Brand#54|STANDARD PLATED TIN|49|416
Brand#54|STANDARD POLISHED NICKEL|3|416
Brand#54|STANDARD POLISHED STEEL|45|416
Brand#55|ECONOMY ANODIZED BRASS|49|416
Brand#55|ECONOMY BRUSHED NICKEL|36|416
Brand#55|ECONOMY BURNISHED BRASS|14|416
Brand#55|ECONOMY BURNISHED NICKEL|9|416
Brand#55|ECONOMY PLATED BRASS|9|416
Brand#55|ECONOMY POLISHED BRASS|23|416
Brand#55|ECONOMY POLISHED NICKEL|36|416
Brand#55|LARGE ANODIZED BRASS|14|416
Brand#55|LARGE PLATED BRASS|49|416
Brand#55|LARGE PLATED STEEL|45|416
Brand#55|LARGE PLATED TIN|45|416
Brand#55|LARGE POLISHED BRASS|23|416
Brand#55|MEDIUM ANODIZED NICKEL|14|416
Brand#55|MEDIUM BRUSHED NICKEL|23|416
Brand#55|MEDIUM BRUSHED STEEL|3|416
Brand#55|MEDIUM BURNISHED NICKEL|9|416
Brand#55|MEDIUM PLATED STEEL|14|416
Brand#55|PROMO BRUSHED NICKEL|19|416
Brand#55|PROMO BURNISHED BRASS|49|416
Brand#55|PROMO BURNISHED COPPER|36|416
Brand#55|PROMO BURNISHED STEEL|36|416
Brand#55|PROMO POLISHED TIN|9|416
Brand#55|SMALL ANODIZED STEEL|36|416
Brand#55|SMALL BURNISHED BRASS|49|416
Brand#55|SMALL BURNISHED NICKEL|23|416
Brand#55|SMALL BURNISHED STEEL|3|416
Brand#55|SMALL PLATED BRASS|36|416
Brand#55|SMALL PLATED NICKEL|19|416
Brand#55|STANDARD BRUSHED BRASS|49|416
Brand#55|STANDARD BURNISHED BRASS|14|416
Brand#55|STANDARD BURNISHED COPPER|23|416
Brand#55|STANDARD BURNISHED COPPER|36|416
Brand#55|STANDARD BURNISHED STEEL|23|416
Brand#55|STANDARD PLATED TIN|14|416
Brand#55|STANDARD POLISHED COPPER|36|416
Brand#11|ECONOMY PLATED STEEL|3|415
Brand#11|LARGE BURNISHED NICKEL|45|415
Brand#11|MEDIUM BRUSHED BRASS|36|415
Brand#11|MEDIUM BRUSHED COPPER|9|415
Brand#11|MEDIUM BRUSHED TIN|14|415
Brand#11|MEDIUM PLATED COPPER|36|415
Brand#11|SMALL PLATED BRASS|36|415
Brand#11|STANDARD PLATED TIN|9|415
Brand#12|ECONOMY BRUSHED NICKEL|14|415
Brand#12|ECONOMY BRUSHED STEEL|45|415
Brand#12|ECONOMY BURNISHED BRASS|3|415
Brand#12|LARGE ANODIZED TIN|19|415
Brand#12|LARGE BRUSHED NICKEL|49|415
Brand#12|LARGE BURNISHED STEEL|14|415
Brand#12|LARGE PLATED BRASS|19|415
Brand#12|PROMO BRUSHED COPPER|49|415
Brand#12|PROMO BURNISHED COPPER|9|415
Brand#12|SMALL BURNISHED STEEL|23|415
Brand#12|STANDARD ANODIZED STEEL|19|415
Brand#12|STANDARD POLISHED STEEL|3|415
Brand#13|ECONOMY BURNISHED STEEL|14|415
Brand#13|ECONOMY BURNISHED TIN|3|415
Brand#13|ECONOMY POLISHED TIN|49|415
Brand#13|LARGE BURNISHED NICKEL|23|415
Brand#13|MEDIUM BRUSHED TIN|14|415
Brand#13|MEDIUM BRUSHED TIN|23|415
Brand#13|MEDIUM PLATED BRASS|14|415
Brand#14|ECONOMY POLISHED TIN|19|415
Brand#14|LARGE POLISHED STEEL|36|415
Brand#14|PROMO BRUSHED COPPER|9|415
Brand#14|PROMO BRUSHED TIN|23|415
Brand#14|STANDARD ANODIZED NICKEL|3|415
Brand#14|STANDARD PLATED NICKEL|36|415
Brand#15|ECONOMY ANODIZED NICKEL|3|415
Brand#15|ECONOMY BRUSHED COPPER|36|415
Brand#15|LARGE BRUSHED STEEL|3|415
Brand#15|LARGE POLISHED COPPER|3|415
Brand#15|LARGE POLISHED STEEL|19|415
Brand#15|MEDIUM ANODIZED TIN|45|415
Brand#15|SMALL ANODIZED NICKEL|14|415
Brand#15|SMALL BRUSHED STEEL|45|415
Brand#15|STANDARD POLISHED STEEL|14|415
Brand#21|ECONOMY PLATED NICKEL|36|415
Brand#21|ECONOMY POLISHED NICKEL|23|415
Brand#21|ECONOMY POLISHED TIN|14|415
Brand#21|LARGE ANODIZED STEEL|49|415
Brand#21|LARGE BRUSHED BRASS|49|415
Brand#21|LARGE BURNISHED NICKEL|3|415
Brand#21|PROMO BRUSHED TIN|19|415
Brand#21|PROMO PLATED COPPER|3|415
Brand#21|SMALL BRUSHED STEEL|9|415
Brand#21|STANDARD PLATED NICKEL|36|415
Brand#21|STANDARD POLISHED NICKEL|14|415
Brand#22|MEDIUM ANODIZED STEEL|49|415
Brand#22|MEDIUM ANODIZED TIN|36|415
Brand#22|PROMO ANODIZED COPPER|14|415
Brand#22|PROMO BURNISHED BRASS|23|415
Brand#22|PROMO PLATED TIN|36|415
Brand#22|PROMO POLISHED COPPER|49|415
Brand#22|PROMO POLISHED STEEL|3|415
Brand#22|STANDARD ANODIZED COPPER|3|415
Brand#22|STANDARD BURNISHED BRASS|49|415
Brand#22|STANDARD PLATED NICKEL|49|415
Brand#23|ECONOMY BURNISHED STEEL|14|415
Brand#23|ECONOMY POLISHED NICKEL|9|415
Brand#23|LARGE ANODIZED TIN|45|415
Brand#23|MEDIUM BRUSHED BRASS|36|415
Brand#23|PROMO BURNISHED COPPER|9|415
Brand#23|PROMO BURNISHED STEEL|9|415
Brand#23|SMALL BURNISHED NICKEL|36|415
Brand#23|STANDARD ANODIZED BRASS|36|415
Brand#23|STANDARD POLISHED NICKEL|45|415
Brand#24|LARGE ANODIZED BRASS|23|415
Brand#24|LARGE BURNISHED STEEL|36|415
Brand#24|MEDIUM BRUSHED BRASS|9|415
Brand#24|MEDIUM BURNISHED BRASS|23|415
Brand#24|MEDIUM PLATED NICKEL|3|415
Brand#24|MEDIUM PLATED STEEL|45|415
Brand#24|PROMO BRUSHED NICKEL|23|415
Brand#24|PROMO PLATED STEEL|49|415
Brand#24|PROMO PLATED TIN|49|415
Brand#24|SMALL BURNISHED BRASS|14|415
Brand#24|SMALL BURNISHED STEEL|9|415
Brand#24|SMALL BURNISHED STEEL|14|415
Brand#25|ECONOMY ANODIZED COPPER|9|415
Brand#25|ECONOMY POLISHED NICKEL|36|415
Brand#25|MEDIUM BRUSHED NICKEL|23|415
Brand#25|PROMO BRUSHED COPPER|45|415
Brand#25|PROMO BRUSHED NICKEL|14|415
Brand#25|PROMO BRUSHED STEEL|36|415
Brand#25|PROMO POLISHED BRASS|45|415
Brand#25|SMALL POLISHED COPPER|14|415
Brand#25|STANDARD BRUSHED COPPER|14|415
Brand#25|STANDARD PLATED STEEL|49|415
Brand#31|ECONOMY PLATED TIN|9|415
Brand#31|PROMO PLATED BRASS|36|415
Brand#31|PROMO PLATED TIN|23|415
Brand#31|PROMO PLATED TIN|49|415
Brand#31|SMALL BRUSHED NICKEL|23|415
Brand#31|SMALL PLATED NICKEL|49|415
Brand#31|STANDARD BRUSHED STEEL|14|415
Brand#31|STANDARD BURNISHED STEEL|23|415
Brand#32|ECONOMY PLATED NICKEL|3|415
Brand#32|LARGE ANODIZED TIN|14|415
Brand#32|LARGE PLATED COPPER|49|415
Brand#32|MEDIUM ANODIZED NICKEL|36|415
Brand#32|MEDIUM BRUSHED TIN|14|415
Brand#32|MEDIUM BRUSHED TIN|23|415
Brand#32|MEDIUM BURNISHED TIN|3|415
Brand#32|SMALL ANODIZED BRASS|3|415
Brand#32|SMALL ANODIZED BRASS|14|415
Brand#32|SMALL PLATED BRASS|19|415
Brand#32|STANDARD ANODIZED TIN|19|415
Brand#32|STANDARD BURNISHED NICKEL|45|415
Brand#33|ECONOMY ANODIZED COPPER|23|415
Brand#33|LARGE BURNISHED TIN|9|415
Brand#33|MEDIUM ANODIZED COPPER|45|415
Brand#33|MEDIUM BURNISHED COPPER|9|415
Brand#33|MEDIUM PLATED COPPER|3|415
Brand#33|PROMO ANODIZED STEEL|36|415
Brand#33|PROMO PLATED TIN|9|415
Brand#33|SMALL BRUSHED STEEL|23|415
Brand#33|SMALL BURNISHED COPPER|19|415
Brand#33|STANDARD PLATED NICKEL|23|415
Brand#34|ECONOMY BRUSHED BRASS|9|415
Brand#34|ECONOMY POLISHED COPPER|45|415
Brand#34|LARGE BURNISHED COPPER|36|415
Brand#34|LARGE BURNISHED STEEL|49|415
Brand#34|LARGE PLATED TIN|19|415
Brand#34|MEDIUM BURNISHED STEEL|23|415
Brand#34|MEDIUM BURNISHED TIN|45|415
Brand#34|PROMO BRUSHED STEEL|19|415
Brand#34|PROMO PLATED COPPER|14|415
Brand#34|PROMO PLATED NICKEL|45|415
Brand#34|SMALL BURNISHED NICKEL|49|415
Brand#34|STANDARD ANODIZED BRASS|19|415
Brand#34|STANDARD ANODIZED COPPER|3|415
Brand#34|STANDARD POLISHED STEEL|9|415
Brand#35|ECONOMY PLATED TIN|9|415
Brand#35|LARGE ANODIZED TIN|23|415
Brand#35|MEDIUM BRUSHED BRASS|19|415
Brand#35|PROMO BRUSHED COPPER|49|415
Brand#35|SMALL ANODIZED NICKEL|23|415
Brand#35|SMALL BURNISHED STEEL|19|415
Brand#35|STANDARD PLATED TIN|3|415
Brand#35|STANDARD POLISHED STEEL|9|415
Brand#41|ECONOMY BRUSHED STEEL|19|415
Brand#41|LARGE ANODIZED TIN|14|415
Brand#41|LARGE BURNISHED TIN|36|415
Brand#41|LARGE PLATED STEEL|23|415
Brand#41|MEDIUM ANODIZED COPPER|23|415
Brand#41|MEDIUM PLATED BRASS|36|415
Brand#41|PROMO BURNISHED NICKEL|45|415
Brand#41|STANDARD BURNISHED BRASS|3|415
Brand#41|STANDARD PLATED STEEL|49|415
Brand#42|ECONOMY BRUSHED COPPER|49|415
Brand#42|ECONOMY PLATED NICKEL|49|415
Brand#42|LARGE BRUSHED STEEL|3|415
Brand#42|LARGE PLATED COPPER|19|415
Brand#42|LARGE POLISHED TIN|9|415
Brand#42|PROMO POLISHED STEEL|36|415
Brand#42|SMALL BURNISHED TIN|49|415
Brand#42|SMALL POLISHED COPPER|23|415
Brand#42|STANDARD POLISHED COPPER|45|415
Brand#43|ECONOMY BURNISHED STEEL|3|415
Brand#43|ECONOMY BURNISHED TIN|23|415
Brand#43|ECONOMY POLISHED STEEL|19|415
Brand#43|LARGE PLATED COPPER|45|415
Brand#43|MEDIUM BRUSHED TIN|3|415
Brand#43|MEDIUM PLATED TIN|14|415
Brand#43|PROMO BURNISHED NICKEL|19|415
Brand#43|PROMO POLISHED NICKEL|36|415
Brand#43|SMALL BURNISHED NICKEL|3|415
Brand#43|SMALL POLISHED TIN|36|415
Brand#43|STANDARD ANODIZED TIN|36|415
Brand#43|STANDARD BURNISHED COPPER|3|415
Brand#44|LARGE BRUSHED TIN|36|415
Brand#44|LARGE POLISHED TIN|14|415
Brand#44|MEDIUM BRUSHED NICKEL|23|415
Brand#44|PROMO BRUSHED NICKEL|23|415
Brand#44|PROMO BURNISHED STEEL|23|415
Brand#44|PROMO PLATED COPPER|3|415
Brand#44|PROMO POLISHED BRASS|19|415
Brand#44|STANDARD BRUSHED COPPER|45|415
Brand#51|MEDIUM BRUSHED BRASS|19|415
Brand#51|PROMO ANODIZED STEEL|45|415
Brand#51|PROMO PLATED STEEL|49|415
Brand#51|SMALL BRUSHED STEEL|19|415
Brand#51|STANDARD ANODIZED NICKEL|45|415
Brand#52|ECONOMY PLATED BRASS|23|415
Brand#52|ECONOMY POLISHED BRASS|23|415
Brand#52|ECONOMY POLISHED NICKEL|3|415
Brand#52|LARGE ANODIZED NICKEL|9|415
Brand#52|LARGE BURNISHED COPPER|36|415
Brand#52|MEDIUM PLATED COPPER|49|415
Brand#52|PROMO PLATED BRASS|23|415
Brand#52|SMALL BRUSHED COPPER|3|415
Brand#52|STANDARD ANODIZED COPPER|49|415
Brand#52|STANDARD ANODIZED STEEL|45|415
Brand#52|STANDARD POLISHED BRASS|14|415
Brand#53|ECONOMY POLISHED COPPER|49|415
Brand#53|LARGE BRUSHED COPPER|36|415
Brand#53|MEDIUM ANODIZED TIN|19|415
Brand#53|MEDIUM BURNISHED TIN|14|415
Brand#54|ECONOMY ANODIZED COPPER|23|415
Brand#54|LARGE ANODIZED COPPER|19|415
Brand#54|LARGE BRUSHED STEEL|9|415
Brand#54|MEDIUM ANODIZED COPPER|19|415
Brand#54|MEDIUM BRUSHED COPPER|23|415
Brand#54|PROMO ANODIZED NICKEL|23|415
Brand#54|PROMO BURNISHED COPPER|36|415
Brand#54|PROMO POLISHED NICKEL|19|415
Brand#54|STANDARD ANODIZED TIN|45|415
Brand#54|STANDARD BURNISHED BRASS|23|415
Brand#54|STANDARD BURNISHED TIN|23|415
Brand#55|LARGE ANODIZED NICKEL|49|415
Brand#55|LARGE BRUSHED STEEL|3|415
Brand#55|PROMO PLATED BRASS|3|415
Brand#55|STANDARD ANODIZED COPPER|36|415
Brand#55|STANDARD BURNISHED TIN|45|415
Brand#55|STANDARD POLISHED COPPER|9|415
Brand#11|ECONOMY POLISHED TIN|49|414
Brand#11|PROMO PLATED COPPER|3|414
Brand#11|PROMO POLISHED TIN|19|414
Brand#12|MEDIUM ANODIZED STEEL|19|414
Brand#12|MEDIUM PLATED COPPER|3|414
Brand#12|STANDARD BURNISHED NICKEL|36|414
Brand#13|LARGE BURNISHED TIN|3|414
Brand#15|LARGE PLATED TIN|19|414
Brand#15|STANDARD BRUSHED COPPER|14|414
Brand#22|ECONOMY BRUSHED NICKEL|3|414
Brand#22|PROMO POLISHED COPPER|45|414
Brand#22|SMALL ANODIZED BRASS|19|414
Brand#23|SMALL POLISHED COPPER|23|414
Brand#24|ECONOMY POLISHED NICKEL|3|414
Brand#25|SMALL BRUSHED TIN|36|414
Brand#31|LARGE ANODIZED TIN|49|414
Brand#31|STANDARD PLATED COPPER|3|414
Brand#32|ECONOMY PLATED NICKEL|45|414
Brand#32|ECONOMY POLISHED BRASS|9|414
Brand#33|ECONOMY BURNISHED STEEL|9|414
Brand#34|STANDARD PLATED NICKEL|36|414
Brand#35|SMALL POLISHED BRASS|45|414
Brand#41|LARGE PLATED BRASS|49|414
Brand#41|LARGE PLATED STEEL|19|414
Brand#41|SMALL BURNISHED TIN|49|414
Brand#41|STANDARD ANODIZED BRASS|19|414
Brand#42|MEDIUM BURNISHED NICKEL|14|414
Brand#42|STANDARD PLATED COPPER|19|414
Brand#43|SMALL PLATED NICKEL|45|414
Brand#44|LARGE BURNISHED NICKEL|49|414
Brand#51|MEDIUM PLATED STEEL|36|414
Brand#51|SMALL ANODIZED STEEL|23|414
Brand#53|PROMO BURNISHED BRASS|9|414
Brand#14|SMALL PLATED STEEL|49|413
Brand#51|STANDARD PLATED STEEL|36|413
Brand#53|ECONOMY ANODIZED BRASS|19|413
Brand#11|ECONOMY ANODIZED NICKEL|3|412
Brand#11|ECONOMY ANODIZED STEEL|9|412
Brand#11|ECONOMY BRUSHED BRASS|9|412
Brand#11|ECONOMY PLATED NICKEL|23|412
Brand#11|LARGE BURNISHED BRASS|9|412
Brand#11|LARGE PLATED COPPER|19|412
Brand#11|LARGE POLISHED COPPER|3|412
Brand#11|MEDIUM BRUSHED COPPER|3|412
Brand#11|MEDIUM BURNISHED STEEL|36|412
Brand#11|MEDIUM PLATED BRASS|9|412
Brand#11|MEDIUM PLATED BRASS|19|412
Brand#11|PROMO ANODIZED COPPER|36|412
Brand#11|PROMO BRUSHED TIN|14|412
Brand#11|PROMO BURNISHED BRASS|36|412
Brand#11|PROMO BURNISHED COPPER|14|412
Brand#11|PROMO BURNISHED COPPER|19|412
Brand#11|PROMO BURNISHED NICKEL|9|412
Brand#11|PROMO PLATED NICKEL|36|412
Brand#11|PROMO POLISHED BRASS|36|412
Brand#11|PROMO POLISHED COPPER|23|412
Brand#11|PROMO POLISHED STEEL|14|412
Brand#11|SMALL ANODIZED NICKEL|45|412
Brand#11|SMALL BRUSHED NICKEL|49|412
Brand#11|SMALL BURNISHED BRASS|36|412
Brand#11|SMALL PLATED STEEL|36|412
Brand#11|SMALL POLISHED BRASS|49|412
Brand#11|SMALL POLISHED STEEL|36|412
Brand#11|STANDARD BRUSHED BRASS|9|412
Brand#11|STANDARD BRUSHED NICKEL|45|412
Brand#11|STANDARD BURNISHED NICKEL|45|412
Brand#11|STANDARD BURNISHED NICKEL|49|412
Brand#11|STANDARD POLISHED BRASS|45|412
Brand#11|STANDARD POLISHED BRASS|49|412
Brand#12|ECONOMY BRUSHED COPPER|19|412
Brand#12|ECONOMY BURNISHED BRASS|19|412
Brand#12|ECONOMY BURNISHED TIN|45|412
Brand#12|ECONOMY PLATED TIN|14|412
Brand#12|ECONOMY POLISHED NICKEL|19|412
Brand#12|LARGE ANODIZED BRASS|3|412
Brand#12|LARGE ANODIZED NICKEL|23|412
Brand#12|LARGE BRUSHED COPPER|49|412
Brand#12|LARGE BRUSHED TIN|19|412
Brand#12|LARGE BURNISHED STEEL|45|412
Brand#12|LARGE PLATED NICKEL|45|412
Brand#12|LARGE PLATED STEEL|49|412
Brand#12|LARGE PLATED TIN|14|412
Brand#12|LARGE POLISHED BRASS|45|412
Brand#12|MEDIUM ANODIZED STEEL|49|412
Brand#12|MEDIUM ANODIZED TIN|3|412
Brand#12|MEDIUM BRUSHED BRASS|19|412
Brand#12|MEDIUM BRUSHED BRASS|23|412
Brand#12|MEDIUM BURNISHED TIN|36|412
Brand#12|MEDIUM PLATED NICKEL|36|412
Brand#12|MEDIUM PLATED TIN|9|412
Brand#12|MEDIUM PLATED TIN|14|412
Brand#12|PROMO ANODIZED NICKEL|14|412
Brand#12|PROMO BRUSHED NICKEL|45|412
Brand#12|PROMO BURNISHED BRASS|23|412
Brand#12|PROMO POLISHED NICKEL|36|412
Brand#12|SMALL ANODIZED TIN|45|412
Brand#12|SMALL BRUSHED BRASS|49|412
Brand#12|SMALL BRUSHED TIN|36|412
Brand#12|SMALL BURNISHED TIN|19|412
Brand#12|SMALL PLATED STEEL|9|412
Brand#12|SMALL POLISHED BRASS|49|412
Brand#12|STANDARD BURNISHED COPPER|49|412
Brand#12|STANDARD PLATED COPPER|19|412
Brand#12|STANDARD POLISHED COPPER|36|412
Brand#12|STANDARD POLISHED NICKEL|23|412
Brand#12|STANDARD POLISHED STEEL|14|412
Brand#13|ECONOMY ANODIZED STEEL|14|412
Brand#13|ECONOMY ANODIZED STEEL|45|412
Brand#13|ECONOMY BRUSHED NICKEL|9|412
Brand#13|ECONOMY BRUSHED TIN|23|412
Brand#13|ECONOMY BURNISHED NICKEL|3|412
Brand#13|ECONOMY BURNISHED NICKEL|9|412
Brand#13|ECONOMY PLATED COPPER|14|412
Brand#13|ECONOMY PLATED TIN|45|412
Brand#13|ECONOMY POLISHED BRASS|23|412
Brand#13|LARGE ANODIZED BRASS|36|412
Brand#13|LARGE BRUSHED STEEL|3|412
Brand#13|LARGE BRUSHED TIN|3|412
Brand#13|MEDIUM BRUSHED NICKEL|3|412
Brand#13|MEDIUM BRUSHED NICKEL|9|412
Brand#13|MEDIUM BURNISHED TIN|36|412
Brand#13|MEDIUM PLATED COPPER|3|412
Brand#13|PROMO BRUSHED BRASS|36|412
Brand#13|PROMO BURNISHED TIN|3|412
Brand#13|PROMO PLATED NICKEL|14|412
Brand#13|PROMO PLATED STEEL|45|412
Brand#13|PROMO POLISHED COPPER|3|412
Brand#13|PROMO POLISHED STEEL|49|412
Brand#13|SMALL BRUSHED BRASS|36|412
Brand#13|SMALL BRUSHED TIN|14|412
Brand#13|SMALL BURNISHED COPPER|36|412
Brand#13|SMALL BURNISHED TIN|9|412
Brand#13|SMALL PLATED COPPER|36|412
Brand#13|SMALL PLATED COPPER|45|412
Brand#13|SMALL PLATED STEEL|36|412
Brand#13|STANDARD ANODIZED BRASS|45|412
Brand#13|STANDARD BRUSHED STEEL|45|412
Brand#13|STANDARD PLATED TIN|23|412
Brand#13|STANDARD POLISHED BRASS|9|412
Brand#13|STANDARD POLISHED BRASS|19|412
Brand#13|STANDARD POLISHED COPPER|14|412
Brand#13|STANDARD POLISHED NICKEL|36|412
Brand#13|STANDARD POLISHED STEEL|36|412
Brand#14|ECONOMY ANODIZED STEEL|36|412
Brand#14|ECONOMY BRUSHED COPPER|49|412
Brand#14|ECONOMY BRUSHED STEEL|3|412
Brand#14|ECONOMY BRUSHED TIN|36|412
Brand#14|ECONOMY BURNISHED BRASS|49|412
Brand#14|ECONOMY BURNISHED COPPER|9|412
Brand#14|ECONOMY BURNISHED COPPER|49|412
Brand#14|ECONOMY BURNISHED STEEL|3|412
Brand#14|ECONOMY PLATED STEEL|3|412
Brand#14|ECONOMY PLATED TIN|19|412
Brand#14|LARGE BRUSHED BRASS|49|412
Brand#14|LARGE BRUSHED STEEL|9|412
Brand#14|LARGE PLATED NICKEL|14|412
Brand#14|LARGE PLATED TIN|9|412
Brand#14|LARGE PLATED TIN|14|412
Brand#14|LARGE POLISHED STEEL|23|412
Brand#14|MEDIUM BRUSHED COPPER|9|412
Brand#14|MEDIUM BRUSHED COPPER|45|412
Brand#14|MEDIUM BURNISHED NICKEL|14|412
Brand#14|PROMO ANODIZED BRASS|23|412
Brand#14|PROMO BRUSHED NICKEL|36|412
Brand#14|PROMO BRUSHED STEEL|14|412
Brand#14|PROMO PLATED TIN|9|412
Brand#14|SMALL ANODIZED STEEL|14|412
Brand#14|SMALL BRUSHED BRASS|3|412
Brand#14|SMALL BURNISHED STEEL|3|412
Brand#14|SMALL PLATED NICKEL|23|412
Brand#14|SMALL PLATED STEEL|45|412
Brand#14|STANDARD ANODIZED NICKEL|49|412
Brand#14|STANDARD BRUSHED BRASS|45|412
Brand#14|STANDARD BRUSHED STEEL|36|412
Brand#14|STANDARD BURNISHED BRASS|23|412
Brand#14|STANDARD BURNISHED TIN|45|412
Brand#15|ECONOMY ANODIZED COPPER|36|412
Brand#15|ECONOMY ANODIZED TIN|3|412
Brand#15|ECONOMY BRUSHED BRASS|23|412
Brand#15|ECONOMY BRUSHED COPPER|23|412
Brand#15|ECONOMY BRUSHED NICKEL|23|412
Brand#15|ECONOMY BURNISHED NICKEL|9|412
Brand#15|ECONOMY BURNISHED STEEL|19|412
Brand#15|ECONOMY PLATED TIN|14|412
Brand#15|ECONOMY POLISHED STEEL|36|412
Brand#15|LARGE ANODIZED COPPER|49|412
Brand#15|LARGE ANODIZED STEEL|23|412
Brand#15|LARGE BURNISHED BRASS|45|412
Brand#15|LARGE BURNISHED STEEL|19|412
Brand#15|LARGE PLATED STEEL|45|412
Brand#15|LARGE PLATED TIN|36|412
Brand#15|LARGE POLISHED BRASS|19|412
Brand#15|LARGE POLISHED COPPER|23|412
Brand#15|LARGE POLISHED STEEL|9|412
Brand#15|MEDIUM BRUSHED BRASS|23|412
Brand#15|MEDIUM BRUSHED BRASS|36|412
Brand#15|MEDIUM BRUSHED COPPER|3|412
Brand#15|MEDIUM BRUSHED COPPER|36|412
Brand#15|MEDIUM BRUSHED NICKEL|45|412
Brand#15|MEDIUM BRUSHED STEEL|49|412
Brand#15|MEDIUM BRUSHED TIN|9|412
Brand#15|MEDIUM BURNISHED BRASS|45|412
Brand#15|MEDIUM BURNISHED BRASS|49|412
Brand#15|MEDIUM PLATED TIN|36|412
Brand#15|PROMO ANODIZED BRASS|23|412
Brand#15|PROMO ANODIZED BRASS|36|412
Brand#15|PROMO BRUSHED TIN|3|412
Brand#15|PROMO BURNISHED BRASS|3|412
Brand#15|PROMO BURNISHED TIN|3|412
Brand#15|PROMO PLATED STEEL|19|412
Brand#15|PROMO PLATED TIN|23|412
Brand#15|PROMO PLATED TIN|45|412
Brand#15|PROMO POLISHED BRASS|49|412
Brand#15|PROMO POLISHED COPPER|45|412
Brand#15|SMALL ANODIZED STEEL|19|412
Brand#15|SMALL ANODIZED TIN|23|412
Brand#15|SMALL BRUSHED BRASS|3|412
Brand#15|SMALL PLATED BRASS|14|412
Brand#15|SMALL POLISHED COPPER|19|412
Brand#15|STANDARD ANODIZED BRASS|49|412
Brand#15|STANDARD ANODIZED COPPER|36|412
Brand#15|STANDARD PLATED BRASS|14|412
Brand#15|STANDARD PLATED COPPER|3|412
Brand#15|STANDARD PLATED COPPER|45|412
Brand#15|STANDARD POLISHED NICKEL|14|412
Brand#21|ECONOMY ANODIZED BRASS|45|412
Brand#21|ECONOMY BRUSHED STEEL|36|412
Brand#21|ECONOMY BRUSHED STEEL|45|412
Brand#21|ECONOMY PLATED STEEL|45|412
Brand#21|LARGE BRUSHED BRASS|36|412
Brand#21|LARGE BURNISHED COPPER|19|412
Brand#21|LARGE POLISHED COPPER|19|412
Brand#21|MEDIUM ANODIZED COPPER|19|412
