Contient la liste des mutations vers de la forêt entre les millésimes 2010 et 2021 pour le territoire choisi.
n_admin,id_admin,ocs_cod_10,ocs_cod_21,ocs_ha_chg
scot,52999,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",12.57304
scot,88999,5 - Surfaces en eau,31 - Forêts,0.25386
scot,88999,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.27522
scot,88999,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.22303
commune,08024,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.46463
commune,08028,1 - Emprises urbaines,31 - Forêts,0.01104
commune,08034,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.17535
commune,08038,1 - Emprises urbaines,31 - Forêts,0.17215
commune,08038,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.06560
commune,08040,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.14910
commune,08046,1 - Emprises urbaines,31 - Forêts,0.14435
commune,08047,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.39583
commune,08053,1 - Emprises urbaines,31 - Forêts,0.71460
commune,08053,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.18289
commune,08055,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.02024
commune,08056,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.70624
commune,08063,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.13254
commune,08080,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.10828
commune,08081,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,2.20845
commune,08090,1 - Emprises urbaines,31 - Forêts,0.00232
commune,08090,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.97488
commune,08095,1 - Emprises urbaines,31 - Forêts,0.25788
commune,08096,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07353
commune,08102,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.01778
commune,08105,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.33994
commune,08107,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.27698
commune,08110,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.82004
commune,08113,1 - Emprises urbaines,31 - Forêts,0.31140
commune,08113,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.51053
commune,08115,1 - Emprises urbaines,31 - Forêts,0.27009
commune,08115,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.79508
commune,08116,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.83948
commune,08130,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17033
commune,08135,1 - Emprises urbaines,31 - Forêts,0.23544
commune,08137,1 - Emprises urbaines,31 - Forêts,0.01538
commune,08137,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.56045
commune,08142,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,2.26080
commune,08144,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.89447
commune,08145,1 - Emprises urbaines,31 - Forêts,0.02613
commune,08145,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.62645
commune,08150,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.10562
commune,08156,1 - Emprises urbaines,31 - Forêts,0.20902
commune,08160,1 - Emprises urbaines,31 - Forêts,0.13155
commune,08160,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.42450
commune,08162,1 - Emprises urbaines,31 - Forêts,0.17411
commune,08162,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.20695
commune,08166,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11834
commune,08173,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.45722
commune,08179,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.13595
commune,08180,1 - Emprises urbaines,31 - Forêts,0.00934
commune,08180,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.01231
commune,08185,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.84214
commune,08188,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.34003
commune,08189,1 - Emprises urbaines,31 - Forêts,0.08837
commune,08190,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.21331
commune,08191,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.05901
commune,08194,1 - Emprises urbaines,31 - Forêts,0.42301
commune,08194,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.22627
commune,08195,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.12064
commune,08198,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.27744
commune,08199,1 - Emprises urbaines,31 - Forêts,0.24055
commune,08203,1 - Emprises urbaines,31 - Forêts,0.20562
commune,08207,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.31718
commune,08210,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.14649
commune,08211,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.86483
commune,08218,1 - Emprises urbaines,31 - Forêts,0.18040
commune,10223,1 - Emprises urbaines,31 - Forêts,0.12093
commune,08218,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.22535
commune,08222,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.40706
commune,08229,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.21105
commune,08234,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.06573
commune,08235,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.32424
commune,08236,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.15356
commune,08239,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17432
commune,08248,1 - Emprises urbaines,31 - Forêts,0.56993
commune,08248,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17370
commune,08249,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.09981
commune,08259,1 - Emprises urbaines,31 - Forêts,0.08557
commune,08259,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07048
commune,08260,1 - Emprises urbaines,31 - Forêts,0.18154
commune,08262,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11123
commune,08264,1 - Emprises urbaines,31 - Forêts,0.13473
commune,08271,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17926
commune,08277,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.56374
commune,08287,1 - Emprises urbaines,31 - Forêts,0.05005
commune,08287,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.82349
commune,08302,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.10272
commune,08311,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07668
commune,08312,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.08475
commune,08315,1 - Emprises urbaines,31 - Forêts,0.04743
commune,08320,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.24984
commune,08327,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.32602
commune,08330,1 - Emprises urbaines,31 - Forêts,0.42973
commune,08330,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.04641
commune,08333,1 - Emprises urbaines,31 - Forêts,0.34686
commune,08336,1 - Emprises urbaines,31 - Forêts,1.25492
commune,10157,1 - Emprises urbaines,31 - Forêts,0.07109
commune,08336,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.89821
commune,08349,1 - Emprises urbaines,31 - Forêts,0.30490
commune,08349,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.34651
commune,08355,1 - Emprises urbaines,31 - Forêts,0.43040
commune,08356,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.18225
commune,08358,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.02367
commune,08361,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.77648
commune,08362,1 - Emprises urbaines,31 - Forêts,0.12633
commune,08362,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.36159
commune,08363,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.00238
commune,08365,1 - Emprises urbaines,31 - Forêts,0.11222
commune,08365,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.15130
commune,08367,1 - Emprises urbaines,31 - Forêts,0.38379
commune,08369,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.20132
commune,08375,1 - Emprises urbaines,31 - Forêts,0.14813
commune,08379,1 - Emprises urbaines,31 - Forêts,0.30358
commune,08383,1 - Emprises urbaines,31 - Forêts,0.17227
commune,08383,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.03273
commune,08384,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.23218
commune,08385,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.02114
commune,08386,1 - Emprises urbaines,31 - Forêts,0.26048
commune,08387,1 - Emprises urbaines,31 - Forêts,0.07249
commune,08387,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.37434
commune,08388,1 - Emprises urbaines,31 - Forêts,0.03761
commune,08388,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.09644
commune,08395,1 - Emprises urbaines,31 - Forêts,0.11645
commune,08395,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.06114
commune,08397,1 - Emprises urbaines,31 - Forêts,2.37264
commune,08397,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.90145
commune,08400,1 - Emprises urbaines,31 - Forêts,0.42583
commune,08402,1 - Emprises urbaines,31 - Forêts,0.05422
commune,08402,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.29205
commune,08405,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17064
commune,08408,1 - Emprises urbaines,31 - Forêts,0.05972
commune,08409,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.09518
commune,08417,1 - Emprises urbaines,31 - Forêts,0.00651
commune,08418,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.66557
commune,08419,1 - Emprises urbaines,31 - Forêts,0.40658
commune,08419,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.29419
commune,08426,1 - Emprises urbaines,31 - Forêts,0.12246
commune,08435,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.13775
commune,08446,1 - Emprises urbaines,31 - Forêts,0.14647
commune,08449,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.37816
commune,51293,1 - Emprises urbaines,31 - Forêts,0.08688
commune,08450,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.31466
commune,08451,1 - Emprises urbaines,31 - Forêts,0.03583
commune,08457,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.82553
commune,08458,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.29308
commune,08468,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11919
commune,08469,1 - Emprises urbaines,31 - Forêts,1.46092
commune,08469,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.68343
commune,08473,1 - Emprises urbaines,31 - Forêts,0.11190
commune,08473,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.29017
commune,08476,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.19425
commune,08482,1 - Emprises urbaines,31 - Forêts,0.26377
commune,08483,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.24709
commune,08486,1 - Emprises urbaines,31 - Forêts,0.38534
commune,08487,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.86794
commune,08488,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.42417
commune,08489,1 - Emprises urbaines,31 - Forêts,0.07348
commune,08491,1 - Emprises urbaines,31 - Forêts,0.32870
commune,08491,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.39421
commune,08494,1 - Emprises urbaines,31 - Forêts,0.25531
commune,08494,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.34430
commune,08497,1 - Emprises urbaines,31 - Forêts,0.32117
commune,08497,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.60479
commune,08499,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.08837
commune,08501,1 - Emprises urbaines,31 - Forêts,0.18525
commune,08502,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.70706
commune,10002,1 - Emprises urbaines,31 - Forêts,0.05597
commune,10002,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.19257
commune,10003,1 - Emprises urbaines,31 - Forêts,0.11234
commune,10003,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17504
commune,10005,1 - Emprises urbaines,31 - Forêts,1.02372
commune,10005,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.22240
commune,10011,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.35134
commune,10012,1 - Emprises urbaines,31 - Forêts,0.11020
commune,10012,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.76919
commune,10020,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.45328
commune,10022,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.16071
commune,10025,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.02962
commune,10029,1 - Emprises urbaines,31 - Forêts,0.03110
commune,10030,1 - Emprises urbaines,31 - Forêts,0.84480
commune,10030,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.44775
commune,10031,1 - Emprises urbaines,31 - Forêts,0.19877
commune,10031,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.52168
commune,10032,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.71995
commune,10033,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.60107
commune,10034,1 - Emprises urbaines,31 - Forêts,0.71290
commune,10034,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.10032
commune,10035,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.00404
commune,10038,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.39207
commune,10042,1 - Emprises urbaines,31 - Forêts,0.05870
commune,10042,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.25155
commune,10043,1 - Emprises urbaines,31 - Forêts,0.02845
commune,10043,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.04947
commune,10048,1 - Emprises urbaines,31 - Forêts,0.07427
commune,10048,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.79295
commune,10051,1 - Emprises urbaines,31 - Forêts,0.53646
commune,10051,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.50295
commune,10052,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.26445
commune,10055,1 - Emprises urbaines,31 - Forêts,0.16837
commune,10058,1 - Emprises urbaines,31 - Forêts,0.06251
commune,10059,1 - Emprises urbaines,31 - Forêts,0.08737
commune,10060,1 - Emprises urbaines,31 - Forêts,0.12812
commune,10060,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.50474
commune,10063,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,7.87908
commune,10064,1 - Emprises urbaines,31 - Forêts,0.87004
commune,10064,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.44695
commune,10067,1 - Emprises urbaines,31 - Forêts,0.19708
commune,10068,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.42164
commune,10070,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.60346
commune,10074,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.08419
commune,10079,1 - Emprises urbaines,31 - Forêts,0.27315
commune,10081,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.21047
commune,10082,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11244
commune,10083,1 - Emprises urbaines,31 - Forêts,0.08094
commune,10089,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.49556
commune,10090,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.20419
commune,10092,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07055
commune,10094,1 - Emprises urbaines,31 - Forêts,0.03457
commune,10094,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.40391
commune,10095,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.36677
commune,10096,1 - Emprises urbaines,31 - Forêts,0.03874
commune,10100,1 - Emprises urbaines,31 - Forêts,0.08577
commune,10100,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.55776
commune,10105,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.05302
commune,10113,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07148
commune,10114,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.06492
commune,10119,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.48445
commune,10123,1 - Emprises urbaines,31 - Forêts,0.17400
commune,10123,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,5.96992
commune,10126,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.31346
commune,10131,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.96987
commune,10132,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.63202
commune,10135,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07201
commune,10136,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.13908
commune,10139,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.21653
commune,10141,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,6.52194
commune,10143,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.43183
commune,10144,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.08340
commune,10146,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.20310
commune,10148,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.01188
commune,10150,1 - Emprises urbaines,31 - Forêts,0.11663
commune,10150,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.26164
commune,10151,1 - Emprises urbaines,31 - Forêts,0.08311
commune,10155,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.43682
commune,10156,1 - Emprises urbaines,31 - Forêts,0.22864
commune,10157,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.16630
commune,10160,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.14522
commune,10164,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.60638
commune,10166,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.32259
commune,10169,1 - Emprises urbaines,31 - Forêts,0.08211
commune,10169,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.37004
commune,10170,1 - Emprises urbaines,31 - Forêts,0.20751
commune,10170,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.94895
commune,10176,1 - Emprises urbaines,31 - Forêts,0.12801
commune,10182,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11556
commune,10185,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11473
commune,10187,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.08700
commune,10189,1 - Emprises urbaines,31 - Forêts,0.05800
commune,10189,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.37091
commune,10191,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.32247
commune,10193,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.11124
commune,10194,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.33272
commune,10195,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.90575
commune,10199,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.91600
commune,10202,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.16067
commune,10203,1 - Emprises urbaines,31 - Forêts,0.11133
commune,10203,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.31193
commune,10207,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.12340
commune,10208,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.42501
commune,10215,1 - Emprises urbaines,31 - Forêts,0.08314
commune,10220,1 - Emprises urbaines,31 - Forêts,0.13708
commune,10223,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.56422
commune,10224,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.49292
commune,10231,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.08802
commune,10232,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.26002
commune,10233,1 - Emprises urbaines,31 - Forêts,0.21014
commune,10233,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.57224
commune,10242,1 - Emprises urbaines,31 - Forêts,0.10126
commune,10242,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.18862
commune,10246,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.06882
commune,10248,1 - Emprises urbaines,31 - Forêts,0.23485
commune,10253,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.00824
commune,10254,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.26559
commune,10259,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.12407
commune,10262,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.30489
commune,10264,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.18475
commune,10268,1 - Emprises urbaines,31 - Forêts,4.66193
commune,10268,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.86073
commune,10276,1 - Emprises urbaines,31 - Forêts,0.08326
commune,10280,1 - Emprises urbaines,31 - Forêts,0.70861
commune,10280,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.44121
commune,10281,1 - Emprises urbaines,31 - Forêts,0.27082
commune,10282,1 - Emprises urbaines,31 - Forêts,0.06665
commune,10282,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.09065
commune,10283,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.14218
commune,10284,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,11.75684
commune,10285,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.41457
commune,10289,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.65004
commune,10290,1 - Emprises urbaines,31 - Forêts,0.28391
commune,10293,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.07266
commune,10295,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.30533
commune,10296,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.54009
commune,10297,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.04285
commune,10298,1 - Emprises urbaines,31 - Forêts,0.14738
commune,10298,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,5.27785
commune,10299,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.14339
commune,10304,1 - Emprises urbaines,31 - Forêts,0.01557
commune,10310,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.29655
commune,10317,1 - Emprises urbaines,31 - Forêts,0.38639
commune,10317,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,4.36216
commune,10318,1 - Emprises urbaines,31 - Forêts,0.08470
commune,10318,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.33175
commune,10323,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,5.95274
commune,10325,1 - Emprises urbaines,31 - Forêts,0.36414
commune,10326,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,7.70849
commune,10327,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,2.55310
commune,10331,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.03601
commune,10335,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.13805
commune,10337,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.07092
commune,10339,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.41161
commune,10340,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.15391
commune,10341,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.10954
commune,10344,1 - Emprises urbaines,31 - Forêts,0.06687
commune,10344,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.15702
commune,10345,1 - Emprises urbaines,31 - Forêts,0.10756
commune,10346,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.19435
commune,10347,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.61681
commune,10348,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.10675
commune,10349,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.41588
commune,10352,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.55517
commune,10354,1 - Emprises urbaines,31 - Forêts,0.07554
commune,10355,1 - Emprises urbaines,31 - Forêts,0.13502
commune,10356,1 - Emprises urbaines,31 - Forêts,0.24439
commune,10356,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.21900
commune,10358,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,3.28916
commune,10361,1 - Emprises urbaines,31 - Forêts,0.09631
commune,10367,1 - Emprises urbaines,31 - Forêts,0.14270
commune,10367,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.41713
commune,10369,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.22137
commune,10372,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.61769
commune,10374,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.18065
commune,54378,1 - Emprises urbaines,31 - Forêts,0.12893
commune,10377,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,1.19262
commune,10383,1 - Emprises urbaines,31 - Forêts,0.15157
commune,10389,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.04799
commune,10390,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.17897
commune,10393,1 - Emprises urbaines,31 - Forêts,0.03370
commune,10393,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.14821
commune,10399,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.48683
commune,10403,1 - Emprises urbaines,32 - Formations naturelles herbacées ou arbustives,0.12886
commune,10410,1 - Emprises urbaines,31 - Forêts,0.23460
commune,10412,1 - Emprises urbaines,31 - Forêts,0.05454
