tool|sf|day|batch_type|q|parameters|time
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-31"}|0.12528038024902344
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-10"}|0.1244819164276123
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-10-28"}|0.13864660263061523
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-27"}|0.1351783275604248
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-10-22"}|0.12193894386291504
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-01"}|0.1376326084136963
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-03"}|0.12388420104980469
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-10-31"}|0.13416790962219238
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-08"}|0.12485551834106445
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-04"}|0.1263141632080078
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Netherlands"}|0.2178049087524414
Umbra|100|2012-11-29|power|14a|{"country1": "Philippines", "country2": "Taiwan"}|0.14293241500854492
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Poland"}|0.2215120792388916
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Belgium"}|0.21756863594055176
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Spain"}|0.21994638442993164
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "South_Korea"}|0.22231554985046387
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Egypt"}|0.2237415313720703
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "England"}|0.2226564884185791
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Taiwan"}|0.22074222564697266
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Zambia"}|0.22188830375671387
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Kenya"}|0.2207934856414795
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Romania"}|0.2244417667388916
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Hungary"}|0.2427821159362793
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Poland"}|0.2200465202331543
Umbra|100|2012-11-29|power|14a|{"country1": "Germany", "country2": "Indonesia"}|0.18686795234680176
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Iran"}|0.21757745742797852
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "South_Korea"}|0.2259197235107422
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Tunisia"}|0.22062277793884277
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Kazakhstan"}|0.222459077835083
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Colombia"}|0.22021842002868652
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Sri_Lanka"}|0.21621489524841309
Umbra|100|2012-11-29|power|14a|{"country1": "Russia", "country2": "United_States"}|0.1963489055633545
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "England"}|0.2257826328277588
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Sweden"}|0.2223665714263916
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Tunisia"}|0.22127485275268555
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Belgium"}|0.22561860084533691
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Greece"}|0.23347187042236328
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Belarus"}|0.21516680717468262
Umbra|100|2012-11-29|power|14a|{"country1": "China", "country2": "Cambodia"}|0.24235892295837402
Umbra|100|2012-11-29|power|14a|{"country1": "India", "country2": "Niger"}|0.23322439193725586
Umbra|100|2012-11-29|power|14b|{"country1": "Dominican_Republic", "country2": "Malta"}|0.05767202377319336
Umbra|100|2012-11-29|power|14b|{"country1": "Angola", "country2": "Mauritius"}|0.06008338928222656
Umbra|100|2012-11-29|power|14b|{"country1": "Estonia", "country2": "New_Zealand"}|0.06081366539001465
Umbra|100|2012-11-29|power|14b|{"country1": "Laos", "country2": "Uruguay"}|0.06071114540100098
Umbra|100|2012-11-29|power|14b|{"country1": "Republic_of_Macedonia", "country2": "Swaziland"}|0.05817604064941406
Umbra|100|2012-11-29|power|14b|{"country1": "Estonia", "country2": "Panama"}|0.060285329818725586
Umbra|100|2012-11-29|power|14b|{"country1": "Laos", "country2": "Singapore"}|0.05864357948303223
Umbra|100|2012-11-29|power|14b|{"country1": "Chad", "country2": "Mauritania"}|0.06148481369018555
Umbra|100|2012-11-29|power|14b|{"country1": "Angola", "country2": "Panama"}|0.06358838081359863
Umbra|100|2012-11-29|power|14b|{"country1": "Finland", "country2": "Scotland"}|0.060060739517211914
Umbra|100|2012-11-29|power|14b|{"country1": "Puerto_Rico", "country2": "Slovenia"}|0.06055474281311035
Umbra|100|2012-11-29|power|14b|{"country1": "Chad", "country2": "Latvia"}|0.05833244323730469
Umbra|100|2012-11-29|power|14b|{"country1": "Croatia", "country2": "Estonia"}|0.059949636459350586
Umbra|100|2012-11-29|power|14b|{"country1": "Bosnia_and_Herzegovina", "country2": "Swaziland"}|0.06007242202758789
Umbra|100|2012-11-29|power|14b|{"country1": "Norway", "country2": "Uruguay"}|0.05747032165527344
Umbra|100|2012-11-29|power|14b|{"country1": "Republic_of_Ireland", "country2": "Slovakia"}|0.05936622619628906
Umbra|100|2012-11-29|power|14b|{"country1": "Israel", "country2": "Malta"}|0.0623321533203125
Umbra|100|2012-11-29|power|14b|{"country1": "Bulgaria", "country2": "Singapore"}|0.05971837043762207
Umbra|100|2012-11-29|power|14b|{"country1": "Panama", "country2": "Republic_of_Macedonia"}|0.059958696365356445
Umbra|100|2012-11-29|power|14b|{"country1": "Bolivia", "country2": "Dominican_Republic"}|0.062032222747802734
Umbra|100|2012-11-29|power|14b|{"country1": "Laos", "country2": "Panama"}|0.060410499572753906
Umbra|100|2012-11-29|power|14b|{"country1": "Denmark", "country2": "Norway"}|0.06199836730957031
Umbra|100|2012-11-29|power|14b|{"country1": "Republic_of_Ireland", "country2": "Rwanda"}|0.060848236083984375
Umbra|100|2012-11-29|power|14b|{"country1": "Lithuania", "country2": "Northern_Ireland"}|0.06051278114318848
Umbra|100|2012-11-29|power|14b|{"country1": "Angola", "country2": "Liberia"}|0.06127166748046875
Umbra|100|2012-11-29|power|14b|{"country1": "Oman", "country2": "Tajikistan"}|0.0613245964050293
Umbra|100|2012-11-29|power|14b|{"country1": "Azerbaijan", "country2": "Chad"}|0.06378579139709473
Umbra|100|2012-11-29|power|14b|{"country1": "Mauritania", "country2": "Switzerland"}|0.06208443641662598
Umbra|100|2012-11-29|power|14b|{"country1": "Israel", "country2": "Liberia"}|0.05859375
Umbra|100|2012-11-29|power|14b|{"country1": "Dominican_Republic", "country2": "Panama"}|0.06175541877746582
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "24189256101944", "startDate": "2012-11-07", "endDate": "2012-11-10"}|0.6123249530792236
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "26388279200119", "startDate": "2012-11-07", "endDate": "2012-11-11"}|0.5866336822509766
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "24189256180525", "startDate": "2012-11-07", "endDate": "2012-11-09"}|0.4001810550689697
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "30786325823226", "startDate": "2012-11-07", "endDate": "2012-11-08"}|0.3962366580963135
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "8796093455615", "startDate": "2012-11-07", "endDate": "2012-11-11"}|0.7193593978881836
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "30786325820054", "startDate": "2012-11-07", "endDate": "2012-11-07"}|0.20420098304748535
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "30786325997586", "startDate": "2012-11-07", "endDate": "2012-11-12"}|0.6825249195098877
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "78209", "startDate": "2012-11-07", "endDate": "2012-11-12"}|0.2764017581939697
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "30786325975244", "startDate": "2012-11-07", "endDate": "2012-11-07"}|1.3274376392364502
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "35184372290247", "startDate": "2012-11-07", "endDate": "2012-11-12"}|0.2633793354034424
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "15393162833389", "startDate": "2012-11-07", "endDate": "2012-11-12"}|1.3288466930389404
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "13194139800917", "startDate": "2012-11-07", "endDate": "2012-11-12"}|0.34554624557495117
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "13194139617821", "startDate": "2012-11-07", "endDate": "2012-11-08"}|0.5390365123748779
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "35184372093540", "startDate": "2012-11-07", "endDate": "2012-11-12"}|0.2781991958618164
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "21990233012857", "startDate": "2012-11-07", "endDate": "2012-11-11"}|0.9540550708770752
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "35184372523959", "startDate": "2012-11-07", "endDate": "2012-11-08"}|0.24056124687194824
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "15393162797317", "startDate": "2012-11-07", "endDate": "2012-11-11"}|0.4383544921875
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "28587302751711", "startDate": "2012-11-07", "endDate": "2012-11-11"}|0.45413684844970703
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "15393163039983", "startDate": "2012-11-07", "endDate": "2012-11-08"}|1.215226650238037
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "17592186294283", "startDate": "2012-11-07", "endDate": "2012-11-13"}|0.3745133876800537
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "19791209686930", "startDate": "2012-11-07", "endDate": "2012-11-10"}|0.5326583385467529
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "17592186351948", "startDate": "2012-11-07", "endDate": "2012-11-12"}|0.2993357181549072
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "35184372407146", "startDate": "2012-11-07", "endDate": "2012-11-11"}|0.3966968059539795
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "15393163166004", "startDate": "2012-11-07", "endDate": "2012-11-08"}|0.40416908264160156
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "28587302689966", "startDate": "2012-11-07", "endDate": "2012-11-13"}|0.23749065399169922
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "2199023427602", "startDate": "2012-11-07", "endDate": "2012-11-08"}|0.23528504371643066
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "15393163268099", "startDate": "2012-11-07", "endDate": "2012-11-08"}|0.3169994354248047
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "26388279488354", "startDate": "2012-11-07", "endDate": "2012-11-07"}|0.8712186813354492
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "30786325699814", "startDate": "2012-11-07", "endDate": "2012-11-13"}|0.9271030426025391
Umbra|100|2012-11-29|power|15a|{"person1Id": "2199023365133", "person2Id": "6597070084526", "startDate": "2012-11-07", "endDate": "2012-11-12"}|1.5011985301971436
Umbra|100|2012-11-29|power|15b|{"person1Id": "8796093089701", "person2Id": "8796093481509", "startDate": "2010-04-13", "endDate": "2010-05-05"}|0.22958993911743164
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302551274", "person2Id": "35184372378415", "startDate": "2010-04-14", "endDate": "2010-05-06"}|12.537187814712524
Umbra|100|2012-11-29|power|15b|{"person1Id": "32985349285491", "person2Id": "32985349257527", "startDate": "2010-04-09", "endDate": "2010-05-01"}|0.2134847640991211
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302734912", "person2Id": "26388279140454", "startDate": "2010-04-16", "endDate": "2010-05-08"}|0.4619266986846924
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302734912", "person2Id": "8796093486306", "startDate": "2010-04-16", "endDate": "2010-05-08"}|0.4365863800048828
Umbra|100|2012-11-29|power|15b|{"person1Id": "17592186274390", "person2Id": "19791209650269", "startDate": "2010-04-10", "endDate": "2010-05-02"}|0.23908710479736328
Umbra|100|2012-11-29|power|15b|{"person1Id": "21990233025187", "person2Id": "35184372401831", "startDate": "2010-04-16", "endDate": "2010-05-08"}|0.2952718734741211
Umbra|100|2012-11-29|power|15b|{"person1Id": "32985348880030", "person2Id": "32985348895456", "startDate": "2010-04-16", "endDate": "2010-05-08"}|0.2806107997894287
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302435439", "person2Id": "30786325669746", "startDate": "2010-04-09", "endDate": "2010-05-01"}|0.21172380447387695
Umbra|100|2012-11-29|power|15b|{"person1Id": "15393163050434", "person2Id": "19791209603266", "startDate": "2010-04-11", "endDate": "2010-05-03"}|0.22768282890319824
Umbra|100|2012-11-29|power|15b|{"person1Id": "17592186274390", "person2Id": "132232", "startDate": "2010-04-10", "endDate": "2010-05-02"}|13.966890096664429
Umbra|100|2012-11-29|power|15b|{"person1Id": "4398046649902", "person2Id": "10995116471218", "startDate": "2010-04-10", "endDate": "2010-05-02"}|0.24765276908874512
Umbra|100|2012-11-29|power|15b|{"person1Id": "6597070152835", "person2Id": "8796093222929", "startDate": "2010-04-13", "endDate": "2010-05-05"}|13.175968885421753
Umbra|100|2012-11-29|power|15b|{"person1Id": "2199023329988", "person2Id": "166529", "startDate": "2010-04-11", "endDate": "2010-05-03"}|0.31411314010620117
Umbra|100|2012-11-29|power|15b|{"person1Id": "32985348894286", "person2Id": "32985348893578", "startDate": "2010-04-16", "endDate": "2010-05-08"}|0.28647804260253906
Umbra|100|2012-11-29|power|15b|{"person1Id": "8796093478301", "person2Id": "10995116445567", "startDate": "2010-04-11", "endDate": "2010-05-03"}|0.2296431064605713
Umbra|100|2012-11-29|power|15b|{"person1Id": "19791209325078", "person2Id": "24189256126409", "startDate": "2010-04-09", "endDate": "2010-05-01"}|0.2877211570739746
Umbra|100|2012-11-29|power|15b|{"person1Id": "6597070079098", "person2Id": "35184372560148", "startDate": "2010-04-13", "endDate": "2010-05-05"}|1.1840548515319824
Umbra|100|2012-11-29|power|15b|{"person1Id": "17592186269252", "person2Id": "21990232818703", "startDate": "2010-04-11", "endDate": "2010-05-03"}|7.245805978775024
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302551274", "person2Id": "28587302670211", "startDate": "2010-04-14", "endDate": "2010-05-06"}|0.3694422245025635
Umbra|100|2012-11-29|power|15b|{"person1Id": "30786325769356", "person2Id": "17592186207667", "startDate": "2010-04-16", "endDate": "2010-05-08"}|0.3161745071411133
Umbra|100|2012-11-29|power|15b|{"person1Id": "10995116667897", "person2Id": "26388279383380", "startDate": "2010-04-12", "endDate": "2010-05-04"}|0.23684191703796387
Umbra|100|2012-11-29|power|15b|{"person1Id": "26388279317411", "person2Id": "30786325653464", "startDate": "2010-04-17", "endDate": "2010-05-09"}|0.3054471015930176
Umbra|100|2012-11-29|power|15b|{"person1Id": "32985349282852", "person2Id": "35184372318952", "startDate": "2010-04-16", "endDate": "2010-05-08"}|11.868082284927368
Umbra|100|2012-11-29|power|15b|{"person1Id": "19791209371997", "person2Id": "6597069833392", "startDate": "2010-04-11", "endDate": "2010-05-03"}|13.861751556396484
Umbra|100|2012-11-29|power|15b|{"person1Id": "10995116543276", "person2Id": "8796093425783", "startDate": "2010-04-14", "endDate": "2010-05-06"}|12.740249395370483
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302435439", "person2Id": "19791209737179", "startDate": "2010-04-09", "endDate": "2010-05-01"}|13.004374504089355
Umbra|100|2012-11-29|power|15b|{"person1Id": "28587302551274", "person2Id": "10995116555019", "startDate": "2010-04-14", "endDate": "2010-05-06"}|0.3028905391693115
Umbra|100|2012-11-29|power|15b|{"person1Id": "35184372180547", "person2Id": "10995116693939", "startDate": "2010-04-13", "endDate": "2010-05-05"}|13.00594449043274
Umbra|100|2012-11-29|power|15b|{"person1Id": "32985348880030", "person2Id": "35184372385365", "startDate": "2010-04-16", "endDate": "2010-05-08"}|12.809171199798584
Umbra|100|2012-11-29|power|16a|{"tagA": "Marc_Gicquel", "dateA": "2010-12-02", "tagB": "Vladimir_Putin", "dateB": "2012-11-13", "maxKnowsLimit": "5"}|0.11122751235961914
Umbra|100|2012-11-29|power|16a|{"tagA": "Marc_Gicquel", "dateA": "2012-07-25", "tagB": "Vladimir_Putin", "dateB": "2012-11-13", "maxKnowsLimit": "4"}|0.11233949661254883
Umbra|100|2012-11-29|power|16a|{"tagA": "Marc_Gicquel", "dateA": "2012-07-26", "tagB": "Vladimir_Putin", "dateB": "2012-11-13", "maxKnowsLimit": "5"}|0.10397529602050781
Umbra|100|2012-11-29|power|16a|{"tagA": "Carl_Gustaf_Emil_Mannerheim", "dateA": "2011-12-12", "tagB": "Cher", "dateB": "2012-09-15", "maxKnowsLimit": "4"}|0.09955620765686035
Umbra|100|2012-11-29|power|16a|{"tagA": "Sanath_Jayasuriya", "dateA": "2011-03-26", "tagB": "Argentina", "dateB": "2012-11-12", "maxKnowsLimit": "5"}|0.14557361602783203
Umbra|100|2012-11-29|power|16a|{"tagA": "Sanath_Jayasuriya", "dateA": "2012-01-03", "tagB": "Argentina", "dateB": "2012-11-12", "maxKnowsLimit": "3"}|0.10135483741760254
Umbra|100|2012-11-29|power|16a|{"tagA": "Sanath_Jayasuriya", "dateA": "2012-01-04", "tagB": "Argentina", "dateB": "2012-11-12", "maxKnowsLimit": "4"}|0.13645720481872559
Umbra|100|2012-11-29|power|16a|{"tagA": "Haile_Gebrselassie", "dateA": "2011-03-26", "tagB": "Camille_Saint-Sa\u00ebns", "dateB": "2012-12-22", "maxKnowsLimit": "5"}|0.15514135360717773
Umbra|100|2012-11-29|power|16a|{"tagA": "Rick_Springfield", "dateA": "2012-10-15", "tagB": "Henrik_Ibsen", "dateB": "2012-12-04", "maxKnowsLimit": "3"}|0.14912891387939453
Umbra|100|2012-11-29|power|16a|{"tagA": "Imelda_Marcos", "dateA": "2012-05-07", "tagB": "Horatio_Nelson,_1st_Viscount_Nelson", "dateB": "2012-04-20", "maxKnowsLimit": "6"}|0.09712958335876465
Umbra|100|2012-11-29|power|16a|{"tagA": "Imelda_Marcos", "dateA": "2012-05-08", "tagB": "Horatio_Nelson,_1st_Viscount_Nelson", "dateB": "2012-04-20", "maxKnowsLimit": "3"}|0.14827537536621094
Umbra|100|2012-11-29|power|16a|{"tagA": "Imelda_Marcos", "dateA": "2012-05-09", "tagB": "Horatio_Nelson,_1st_Viscount_Nelson", "dateB": "2012-04-20", "maxKnowsLimit": "4"}|0.17726469039916992
Umbra|100|2012-11-29|power|16a|{"tagA": "Diosdado_Macapagal", "dateA": "2012-10-08", "tagB": "Vladimir_Lenin", "dateB": "2012-10-29", "maxKnowsLimit": "4"}|0.0982978343963623
Umbra|100|2012-11-29|power|16a|{"tagA": "Edgar_Prado", "dateA": "2011-12-19", "tagB": "Pope_Gregory_I", "dateB": "2012-12-17", "maxKnowsLimit": "4"}|0.16066193580627441
Umbra|100|2012-11-29|power|16a|{"tagA": "Edgar_Prado", "dateA": "2011-12-20", "tagB": "Pope_Gregory_I", "dateB": "2012-12-17", "maxKnowsLimit": "5"}|0.16141104698181152
Umbra|100|2012-11-29|power|16a|{"tagA": "Sanath_Jayasuriya", "dateA": "2011-03-26", "tagB": "Ho_Chi_Minh", "dateB": "2012-10-28", "maxKnowsLimit": "6"}|0.12528419494628906
Umbra|100|2012-11-29|power|16a|{"tagA": "Sanath_Jayasuriya", "dateA": "2012-01-03", "tagB": "Ho_Chi_Minh", "dateB": "2012-10-28", "maxKnowsLimit": "4"}|0.14461112022399902
Umbra|100|2012-11-29|power|16a|{"tagA": "Sanath_Jayasuriya", "dateA": "2012-01-04", "tagB": "Ho_Chi_Minh", "dateB": "2012-10-28", "maxKnowsLimit": "5"}|0.12933921813964844
Umbra|100|2012-11-29|power|16a|{"tagA": "Paradorn_Srichaphan", "dateA": "2012-02-20", "tagB": "Philip_K._Dick", "dateB": "2012-12-07", "maxKnowsLimit": "4"}|0.1692204475402832
Umbra|100|2012-11-29|power|16a|{"tagA": "Paradorn_Srichaphan", "dateA": "2012-02-21", "tagB": "Philip_K._Dick", "dateB": "2012-12-07", "maxKnowsLimit": "5"}|0.13164615631103516
Umbra|100|2012-11-29|power|16a|{"tagA": "Paradorn_Srichaphan", "dateA": "2012-02-22", "tagB": "Philip_K._Dick", "dateB": "2012-12-07", "maxKnowsLimit": "6"}|0.12682890892028809
Umbra|100|2012-11-29|power|16a|{"tagA": "Mariano_Rivera", "dateA": "2011-10-12", "tagB": "Jack_Kerouac", "dateB": "2012-04-20", "maxKnowsLimit": "3"}|0.18302249908447266
Umbra|100|2012-11-29|power|16a|{"tagA": "Mariano_Rivera", "dateA": "2011-10-13", "tagB": "Jack_Kerouac", "dateB": "2012-04-20", "maxKnowsLimit": "4"}|0.13442230224609375
Umbra|100|2012-11-29|power|16a|{"tagA": "Rub\u00e9n_Blades", "dateA": "2010-06-03", "tagB": "Sassanid_Empire", "dateB": "2011-10-12", "maxKnowsLimit": "6"}|0.1374530792236328
Umbra|100|2012-11-29|power|16a|{"tagA": "Siad_Barre", "dateA": "2010-06-16", "tagB": "Erwin_Rommel", "dateB": "2012-12-15", "maxKnowsLimit": "4"}|0.16292834281921387
Umbra|100|2012-11-29|power|16a|{"tagA": "Paradorn_Srichaphan", "dateA": "2012-02-20", "tagB": "Benjamin_Franklin", "dateB": "2012-11-17", "maxKnowsLimit": "4"}|0.14580345153808594
Umbra|100|2012-11-29|power|16a|{"tagA": "Paradorn_Srichaphan", "dateA": "2012-02-21", "tagB": "Benjamin_Franklin", "dateB": "2012-11-17", "maxKnowsLimit": "5"}|0.1867208480834961
Umbra|100|2012-11-29|power|16a|{"tagA": "Paradorn_Srichaphan", "dateA": "2012-02-22", "tagB": "Benjamin_Franklin", "dateB": "2012-11-17", "maxKnowsLimit": "6"}|0.12272357940673828
Umbra|100|2012-11-29|power|16a|{"tagA": "Francis_I_of_the_Two_Sicilies", "dateA": "2012-10-04", "tagB": "Rumi", "dateB": "2012-09-04", "maxKnowsLimit": "5"}|0.08484101295471191
Umbra|100|2012-11-29|power|16a|{"tagA": "Peter_Hain", "dateA": "2011-10-11", "tagB": "James_Joyce", "dateB": "2012-11-04", "maxKnowsLimit": "4"}|0.15799403190612793
Umbra|100|2012-11-29|power|16b|{"tagA": "Jeff_Kennett", "dateA": "2012-11-26", "tagB": "Ralph_Bakshi", "dateB": "2010-05-29", "maxKnowsLimit": "3"}|0.12135982513427734
Umbra|100|2012-11-29|power|16b|{"tagA": "Alex_Shelley", "dateA": "2012-12-04", "tagB": "Republic_of_New_Granada", "dateB": "2010-01-30", "maxKnowsLimit": "4"}|0.1394655704498291
Umbra|100|2012-11-29|power|16b|{"tagA": "Big_Poppa", "dateA": "2012-07-18", "tagB": "East_Germany", "dateB": "2010-03-11", "maxKnowsLimit": "5"}|0.11572003364562988
Umbra|100|2012-11-29|power|16b|{"tagA": "Gin_and_Juice", "dateA": "2012-04-04", "tagB": "Slovenia", "dateB": "2010-02-02", "maxKnowsLimit": "3"}|0.13572287559509277
Umbra|100|2012-11-29|power|16b|{"tagA": "J.E._Heartbreak", "dateA": "2012-09-22", "tagB": "Right_on_the_Money", "dateB": "2010-12-01", "maxKnowsLimit": "4"}|0.10317540168762207
Umbra|100|2012-11-29|power|16b|{"tagA": "No_Way_to_Say", "dateA": "2012-12-29", "tagB": "Apagorevmeno", "dateB": "2010-05-27", "maxKnowsLimit": "6"}|0.1494123935699463
Umbra|100|2012-11-29|power|16b|{"tagA": "Party_in_the_U.S.A.", "dateA": "2011-11-30", "tagB": "Right_on_the_Money", "dateB": "2010-12-01", "maxKnowsLimit": "4"}|0.10413265228271484
Umbra|100|2012-11-29|power|16b|{"tagA": "Shankar_Mahadevan", "dateA": "2012-12-22", "tagB": "Jack_Kerouac", "dateB": "2010-01-22", "maxKnowsLimit": "6"}|0.14863371849060059
Umbra|100|2012-11-29|power|16b|{"tagA": "All_by_Myself", "dateA": "2011-09-11", "tagB": "Slovenia", "dateB": "2010-02-02", "maxKnowsLimit": "6"}|0.13886594772338867
Umbra|100|2012-11-29|power|16b|{"tagA": "Ralph_Bakshi", "dateA": "2012-05-27", "tagB": "Something_to_Remember", "dateB": "2010-05-28", "maxKnowsLimit": "3"}|0.10058355331420898
Umbra|100|2012-11-29|power|16b|{"tagA": "Aga_Khan_IV", "dateA": "2012-11-10", "tagB": "Seventh_Star", "dateB": "2010-08-18", "maxKnowsLimit": "4"}|0.10153508186340332
Umbra|100|2012-11-29|power|16b|{"tagA": "Shankar_Mahadevan", "dateA": "2012-12-22", "tagB": "Something_to_Remember", "dateB": "2010-05-28", "maxKnowsLimit": "4"}|0.13845586776733398
Umbra|100|2012-11-29|power|16b|{"tagA": "East_Germany", "dateA": "2010-10-28", "tagB": "Disco_Duck", "dateB": "2010-04-07", "maxKnowsLimit": "5"}|0.14191365242004395
Umbra|100|2012-11-29|power|16b|{"tagA": "Felix_Frankfurter", "dateA": "2012-12-27", "tagB": "Aga_Khan_IV", "dateB": "2010-09-11", "maxKnowsLimit": "3"}|0.13541150093078613
Umbra|100|2012-11-29|power|16b|{"tagA": "After_the_Heat", "dateA": "2012-09-09", "tagB": "Preflyte", "dateB": "2010-02-25", "maxKnowsLimit": "4"}|0.09948444366455078
Umbra|100|2012-11-29|power|16b|{"tagA": "Jeff_Daniels", "dateA": "2012-10-03", "tagB": "Dancing_Undercover", "dateB": "2010-06-03", "maxKnowsLimit": "6"}|0.10555863380432129
Umbra|100|2012-11-29|power|16b|{"tagA": "J.E._Heartbreak", "dateA": "2012-09-22", "tagB": "Republic_of_New_Granada", "dateB": "2010-01-30", "maxKnowsLimit": "3"}|0.11873054504394531
Umbra|100|2012-11-29|power|16b|{"tagA": "Jerry_Lee_Lewis", "dateA": "2010-12-22", "tagB": "Lovesexy", "dateB": "2010-02-25", "maxKnowsLimit": "3"}|0.1514267921447754
Umbra|100|2012-11-29|power|16b|{"tagA": "Jeff_Kennett", "dateA": "2012-11-26", "tagB": "Disco_Duck", "dateB": "2010-04-07", "maxKnowsLimit": "3"}|0.10862064361572266
Umbra|100|2012-11-29|power|16b|{"tagA": "Aga_Khan_IV", "dateA": "2012-11-10", "tagB": "Something_in_Common", "dateB": "2010-06-03", "maxKnowsLimit": "4"}|0.12024521827697754
Umbra|100|2012-11-29|power|16b|{"tagA": "Shankar_Mahadevan", "dateA": "2012-12-22", "tagB": "Sans_logique", "dateB": "2011-09-27", "maxKnowsLimit": "6"}|0.11662101745605469
Umbra|100|2012-11-29|power|16b|{"tagA": "J.E._Heartbreak", "dateA": "2012-09-22", "tagB": "William_Blake", "dateB": "2010-02-04", "maxKnowsLimit": "4"}|0.10275411605834961
