channel|i_brand_id|i_class_id|i_category_id|sum_sales|number_sales
store|10011016|11||1589.07|48
store|6008006|3||1168.48|36
store|4002002|13||1173.57|35
store|6010008|10||1174.72|26
store|10011001|11||1210.49|36
store|4001002|3||1222.82|29
store|5004002|6||1236.06|34
store|10003001|3||1290.02|32
store|2004001|4||19178.07|499
store|10015001|15||1329.22|28
store|8001009|1||1562.76|37
store|7010010|10||1331.14|34
store|9016006|16||1343.82|37
store|1002002|4||1359.14|43
store|1001002|4||1363.64|40
store|8011004|11||1370.86|30
store|5004001|4||21408.30|594
store|10012016|12||1793.45|47
store|4003001|3||18140.63|464
store|10001004|1||1495.03|37
store|2003002|6||1498.53|31
store|8011006|11||1517.72|42
store|1002002|13||1517.90|48
store|10012008|12||1647.74|43
store|2003002|9||1522.14|41
store|7009008|9||1577.33|39
store|7001002|1||1598.54|38
store|10010002|10||1615.62|37
store|10006006|6||1852.62|39
store|10003005|3||1726.20|42
store|10012012|12||2000.18|50
store|8015004|15||1774.57|54
store|7005002|5||2114.25|60
store|6015002|15||2176.08|68
store|7009002|9||2340.62|54
store|7015010|15||2353.95|60
store|4003002|4||2357.47|65
store|6003004|3||2436.37|66
store|7008002|8||2440.89|52
store|8008010|8||2455.65|61
store|6005002|5||2468.40|73
store|3004002|2||2565.45|66
store|8016004|16||2691.57|59
store|7015008|15||2733.90|66
store|8008006|8||2783.50|87
store|8007010|7||2880.43|73
store|9009002|9||3029.74|82
store|9001002|1||3109.25|81
store|7012006|12||3122.92|81
store|2002002|1||3150.41|82
store|3003002|2||3192.45|76
store|9016002|16||3212.00|74
store|2002002|4||3242.21|86
store|9004008|4||3362.11|78
store|8009006|9||3483.36|92
store|5003002|4||3540.16|78
store|6012004|12||3631.93|89
store|6013004|13||3661.98|88
store|6005006|5||3666.76|95
store|1001002|3||3813.28|110
store|7014006|14||3869.80|95
store|6016004|16||3899.23|88
store|9012002|12||4841.96|128
store|9012008|12||6324.11|166
store|2004002|4||41111.98|1073
store|5001002|1||42725.59|1146
store|4002002|2||51448.78|1340
store|6006004|11||294.50|6
store|6016001|9||378.90|8
store|10003011|15||419.85|13
store|10001005|1||446.00|15
store|7012010|3||577.81|12
store|3004001|11||765.72|14
store|10001016|1||1090.51|36
store|2004001|13||831.02|27
store|1002002|7||809.75|13
store|10010011|10||980.09|19
store|9009010|1||1047.70|23
store|4002002|10||1311.66|31
store|2002002|10||1314.85|38
store|10010005|10||1452.91|27
store|7007008|7||2292.34|62
store|7016010|16||2429.92|63
store|4001002|4||2562.82|70
store|9006008|6||2832.89|75
store|8012002|12||3146.95|83
store|9010002|10||3243.54|81
store|7002008|2||3656.58|101
store|6016006|16||4481.57|107
store|3002002|4||4761.23|104
store|6015006|15||4806.07|145
store|9008011|1||344.91|10
store|4003002|5||371.44|14
store|10016012|3||942.28|24
store|1003001|13||1004.95|18
store|9006006|6||1380.73|30
store|9016010|16||1614.46|38
store|8003010|3||2699.16|68
store|9009008|9||4042.76|120
store|3003002|3||46251.90|1176
store|5002002|2||51298.64|1312
store|7012002|12||6075.98|148
store|2003002|3||39500.61|1084
store|1004002|4||48594.23|1294
store|6014008|14||2251.59|67
store|9005008|5||3160.54|81
store|7008004|8||3266.26|85
store|9004002|4||3952.94|98
store|10013011|13||786.75|22
store|10014005|1||55.47|5
store|6007005|2||314.44|12
store|9016003|16||890.00|25
store|10005008|2||362.90|10
store|4002001|5||2124.58|51
store|7012009|12||428.12|7
store|9010003|10||1383.14|51
store|10013013|13||587.80|14
store|9014003|14||668.41|20
store|10012011|2||715.41|15
store|9003003|13||858.70|18
store|3003001|3||20352.74|515
store|10005010|5||1189.51|21
store|2004002|16||1154.12|28
store|10011010|11||1271.63|32
store|6016002|16||1291.76|29
store|5003001|2||2830.46|69
store|7003010|3||1457.03|37
store|7008008|8||1658.16|40
store|8008002|8||2068.17|49
store|3004001|4||14933.95|379
store|9016008|16||2494.70|74
store|9014008|14||3578.13|96
store|9015002|15||6715.01|183
store|1002002|2||45128.29|1204
store|3004002|4||45219.62|1207
store|7003005|3||2003.72|57
store|7003004|3||1124.96|38
store|7003002|3||1613.49|47
store|10003002|3||2290.82|67
store|3002002|3||2914.74|69
store|8007004|7||3121.94|72
store|9015012|15||1336.17|29
store|8015010|15||1979.96|50
store|5002002|1||3256.55|87
store|7012001|12||959.53|32
store|5002001|2||20403.15|463
store|10010001|10||1498.13|40
store|3001001|1||14763.19|410
store|5003002|2||1807.14|56
store|5004002|1||2344.71|66
store|7010006|10||3609.25|76
store|4003002|3||45207.40|1210
store|10007003|7||482.05|17
store|7013008|13||1233.13|34
store|4004002|1||3729.47|97
store|3001002|1||41428.06|1117
store|2001002|1||46434.05|1171
store|8015008|2||556.77|13
store|2004002|10||346.60|10
store|10013007|13||1754.98|46
store|10008011|8||483.29|12
store|10014010|1||502.76|12
store|8012010|12||1741.16|44
store|1002002|1||2489.12|66
store|9002002|2||3672.64|96
store|7002006|2||3359.10|98
store|6007006|7||3765.51|97
store|7003006|3||1953.00|53
store|8011002|11||2385.67|65
store|10006011|6||1248.53|38
store|7009004|9||2770.98|81
store|2001002|2||1015.49|40
store|9003002|3||6023.86|145
store|4002001|15||128.64|5
store|8015009|15||877.45|25
store|7001001|1||627.80|19
store|10004002|4||1324.33|34
store|6005007|6||190.05|7
store|9007006|7||194.20|7
store|7010006|3||205.48|12
store|9013006|3||217.03|7
store|6008001|3||235.33|6
store|8006005|7||237.26|6
store|10013004|14||253.65|12
store|6002004|16||266.62|7
store|4004001|8||639.59|19
store|4001001|10||282.09|9
store|8007009|7||569.33|18
store|10002006|8||287.18|13
store|7002007|2||293.22|11
store|3003001|14||639.91|18
store|9003009|3||2299.34|71
store|7014003|4||324.12|10
store|9010005|10||967.96|25
store|6005008|4||328.66|10
store|8002002|7||350.16|10
store|10001014|2||354.55|7
store|6005002|13||379.86|11
store|4002001|4||1288.63|37
store|5003002|15||384.70|15
store|8012003|12||977.36|21
store|3001001|9||1316.20|38
store|2002001|14||420.74|13
store|9013009|13||1730.60|51
store|8008006|1||422.81|16
store|7012003|12||763.05|20
store|6001003|1||1270.70|32
store|9012012|12||429.57|12
store|6009004|3||441.67|10
store|9008003|6||468.73|10
store|10015003|12||482.80|14
store|10003011|3||488.17|10
store|10012010|10||496.56|10
store|9009009|3||514.95|11
store|7006004|16||517.73|13
store|7006010|5||518.59|9
store|9006011|6||534.21|18
store|6001005|14||541.17|12
web|7009007|9|10|82.04|2
web|8011001|2|6|82.80|1
web|4003001|16|8|82.99|3
web|8009005|1|1|83.20|2
web|1004002|5|1|86.28|2
web|10006008|6|3|106.40|3
web|9006009|6|5|114.92|4
web|7014006|2|7|121.66|3
web|10015013|15|6|132.40|3
web|3004001|2|6|136.36|3
web|9016010|3|9|143.14|3
web|8013006|2|8|145.95|3
web|6006003|3|6|146.61|3
web|10009001|9|10|152.38|4
web|8016008|4|8|156.56|4
web|3002001|9|10|160.39|3
web|4002001|13|8|162.81|2
web|10011002|11|10|175.49|5
web|2003001|4|10|176.68|3
web|10011013|8|10|191.22|3
web|9006005|6|7|207.48|3
web|10004013|4|10|227.92|7
web|6001005|2|4|242.54|6
web|7013010|3|7|262.63|4
web|4002001|8|6|296.62|4
web|9008011|13|7|301.33|5
web|5001001|3|3|344.79|6
web|6015005|6|7|356.62|5
web|10011013|11|9|422.71|8
web|5003001|4|5|49.98|1
web|10012001|4|5|51.60|1
web|10012013|2|10|51.65|3
web|8004001|4|5|76.27|4
web|10013001|13|10|94.32|2
web|7009005|3|8|95.88|1
web|7009009|2|4|111.30|3
web|7004009|1|3|119.26|2
web|9003009|7|9|121.60|3
web|8002001|13|9|132.40|2
web|2002001|8|10|174.20|2
web|4001002|9|4|198.07|3
web|4003002|9|4|206.22|3
web|9007003|1|5|211.18|3
web|9004006|3|9|213.63|3
web|6003007|3|9|219.38|4
web|8009003|4|5|314.78|4
web|5001002|13|5|91.04|3
web|10007001|7|9|134.75|1
web|8012005|12|9|141.88|2
web|7004003|3|5|151.15|3
web|8006003|2|4|190.76|3
web|6001003|1|2|215.65|2
web|8015006|15|8|217.03|5
web|9011010|1|9|245.46|5
web|9009009|9|4|459.53|4
web|10007007|7|10|53.75|2
web|7004007|6|6|84.81|5
web|8010010|7|8|107.36|4
web|9001006|1|9|161.34|3
web|8010008|4|8|181.23|3
web|7008001|8|4|195.70|3
web|10014005|14|10|214.36|6
web|5004001|14|8|321.36|7
web|6004003|2|2|52.09|2
web|3003002|8|3|123.22|3
web|6013005|2|3|178.15|2
web|10009012|9|1|61.77|3
web|3001002|6|3|67.56|2
web|6001005|1|1|130.73|5
web|3004001|3|2|155.07|2
web|3004001|1|9|165.51|7
web|7004004|3|7|66.62|2
web|2002001|7|7|115.49|3
web|6009001|2|1|124.56|3
web|1002002|10|1|334.45|3
web|7005005|5|3|191.55|2
web|1001002|16|1|210.72|2
web|8009006|6|8|223.58|5
web|10009016|3|10|366.16|4
web|10009003|9|10|418.80|6
web|7003009|2|10|279.01|4
web|6013005|13|8|262.84|3
web|7009001|9|1|237.44|5
web|6015001|3|4|87.29|3
web|9004012|3|9|165.02|2
web|7004001|4|5|45.26|1
web|10007009|7|10|46.85|3
web|7002005|4|1|51.66|1
web|9006009|5|7|55.68|1
web|10010015|2|3|69.50|1
web|10005017|5|3|69.60|1
web|9013004|5|9|71.20|1
web|10006003|6|10|79.62|2
web|10007015|9|7|93.21|2
web|8014008|5|8|99.20|1
web|8008007|14|8|107.50|1
web|6015001|15|7|108.80|1
web|6011003|12|7|145.24|3
web|3001001|4|4|146.90|3
web|8001005|8|8|179.64|2
web|10015007|3|10|205.92|1
web|7005001|4|1|60.35|2
web|6009003|9|5|60.80|1
web|10003009|3|10|87.20|2
web|4002001|3|4|116.34|2
web|6008004|2|6|132.00|2
web|9013012|3|9|178.89|1
web|8008003|8|2|183.48|1
web|2003001|2|8|44.62|1
web|6008001|8|6|81.65|1
web|4001001|7|9|240.12|3
web|2004002|13|2|69.19|2
web|10007014|2|5|46.80|1
web|9016003|14|10|62.07|2
web|10005005|5|8|161.74|2
web|10010016|10|10|271.46|2
web|4003002|12|4|50.96|1
web|6016003|2|3|73.47|1
web|1001001|8|7|90.21|1
web|1002001|1|1|119.32|3
web|10003010|3|4|186.00|1
web|8015002|4|8|96.60|1
web|8004010|3|8|103.83|2
web|9009006|2|9|136.88|4
web|6007003|7|2|142.12|2
web|7011004|4|7|149.33|4
web|4004001|9|6|169.49|2
web|10006003|4|3|169.52|4
web|10013010|5|6|173.56|3
web|9008012|1|9|186.53|3
web|9001010|4|9|186.82|3
web|10007010|7|10|192.07|4
web|10007011|7|10|198.31|5
web|9007010|7|9|268.68|3
web|10003008|8|9|375.68|4
web|9006004|6|9|684.94|6
web|1003001|7|10|88.44|4
web|1002001|7|7|89.87|2
web|10010009|10|10|147.98|4
web|2001001|1|1|228.04|6
web|10016010|2|10|264.98|4
web|10002009|3|2|127.09|4
web|9008009|8|4|238.55|5
web|9002011|1|4|249.48|4
web|6003001|3|1|336.62|4
web|9005009|5|4|91.59|4
web|2004001|5|8|207.56|6
web|6015005|15|9|273.46|5
web|10013014|3|2|63.28|2
web|2003002|8|2|173.31|4
web|7006009|6|6|211.32|2
web|10008016|11|10|284.26|2
web|3004001|13|10|44.09|2
web|7004005|4|9|65.60|2
web|9003009|3|1|216.17|3
web|7001002|14|7|119.35|3
web|8005009|5|8|124.61|2
web|10015013|1|1|167.11|4
web|3003001|1|3|97.09|1
web|7014007|1|3|103.01|2
web|6008003|8|2|131.31|5
web|7012001|12|5|148.63|4
web|7002009|2|8|269.52|3
web|6003007|3|5|103.17|1
web|9004003|3|5|172.13|4
web|6003003|2|1|222.88|3
web|6015004|11|6|43.55|1
web|8016001|10|7|64.27|3
web|8015009|8|6|67.84|1
web|7010001|2|8|69.36|2
web|4004001|10|9|144.90|1
web|8016009|16|1|149.38|1
web|5004001|11|8|203.30|1
web|10005009|5|1|231.72|2
web|1001001|3|1|245.34|2
web|10007004|7|10|65.86|1
web|9002005|2|9|132.06|1
web|9004009|8|10|61.33|2
web|7003007|3|8|228.16|1
web|8007007|7|10|240.20|2
web|10011006|3|8|48.00|1
web|2003001|13|6|206.17|4
web|5002002|8|5|57.68|1
web|9010009|3|2|248.37|2
web|10011014|11|8|81.50|3
web|10008010|8|9|143.13|3
web|8006003|6|9|158.06|6
web|7012003|9|8|167.99|4
web|10006011|7|6|172.77|2
web|10004016|13|10|260.70|2
web|6012004|3|6|338.91|7
web|6013003|13|10|342.69|2
web|9014003|5|10|365.19|5
web|10015003|15|10|432.49|8
web|9001009|1|9|46.62|1
web|10003017|3|7|55.57|4
web|6016001|2|1|66.38|4
web|10004013|4|8|73.44|2
web|1002002|15|1|88.30|2
web|5004001|10|8|128.65|3
web|10008004|8|10|139.90|3
web|7012003|12|7|182.74|2
web|5003002|16|5|249.50|2
web|3003001|3|5|347.55|6
web|10015013|2|4|441.80|4
web|6009007|9|2|103.83|2
web|7001005|1|2|140.24|2
web|6004008|3|6|290.43|5
web|8007005|7|7|142.60|1
web|5003001|1|5|235.06|2
web|5002001|12|7|108.75|4
web|8010008|2|8|166.10|6
web|7004005|1|2|177.74|2
web|4002001|4|5|193.00|1
web|8006006|4|8|52.38|1
web|5001001|10|9|230.64|6
web|10014012|2|10|217.31|5
web|9002005|3|10|72.28|2
web|7008006|8|7|61.50|1
web|10010006|10|6|69.28|2
web|10012003|2|10|76.40|2
web|9003003|13|7|77.82|2
web|9002010|2|9|84.59|2
web|3003001|15|7|212.41|3
web|9011004|3|9|240.15|2
web|10007017|4|4|57.12|1
web|6011001|4|4|96.57|3
web|6015005|16|8|101.48|1
web|9005011|3|2|107.64|1
web|8003003|8|7|222.13|1
web|7013003|13|1|56.96|2
web|6006003|16|10|163.54|2
web|8015001|15|4|58.91|1
web|8001005|4|3|95.76|1
web|7011001|11|3|92.42|3
web|9008010|8|9|95.34|2
web|10010013|11|10|156.81|2
web|9006004|14|9|169.17|3
web|10012012|14|7|266.61|4
web|7011006|11|7|318.43|8
web|8013009|2|2|462.17|5
web|6014002|2|6|65.45|1
web|10006003|6|5|70.56|1
web|10005008|2|4|121.03|2
web|9016003|4|7|69.76|2
web|5004001|10|6|125.38|2
web|2001001|3|3|240.02|4
web|4002001|13|9|126.54|3
web|8013007|13|8|60.06|2
web|7008002|16|7|90.44|1
web|6008002|2|6|91.40|2
web|8005001|1|3|282.47|4
web|5004001|1|3|171.40|2
web|6016005|1|3|165.87|2
web|10011006|11|3|59.26|2
web|6011002|14|6|76.56|1
web|10003003|3|10|163.91|4
web|2001001|4|3|176.72|3
web|1002001|4|9|152.04|1
web|10004012|1|10|198.00|1
web|9002005|7|10|61.60|1
web|2002001|10|10|92.30|4
web|5002001|3|1|123.46|3
web|8015003|15|10|217.92|3
web|5001001|14|7|277.27|4
web|3004001|1|8|55.01|2
web|6013006|11|6|89.22|2
web|6004007|3|6|128.52|3
web|8011010|16|8|151.20|1
web|9004004|2|9|269.04|4
web|10014010|1|10|68.65|3
web|6010007|11|8|127.70|3
web|6011005|11|8|246.75|7
web|10015001|1|9|157.80|3
web|8015009|15|7|156.26|3
web|9012009|12|10|162.06|3
web|1003001|1|2|90.51|3
web|10001006|1|10|78.84|1
web|4003001|14|9|97.66|2
web|7014001|14|6|105.84|1
web|10006006|3|4|152.71|2
web|7007004|3|7|74.88|1
web|8014003|14|7|154.33|3
web|9015011|6|6|75.81|1
web|10013011|2|4|129.56|1
web|8011009|11|4|67.34|1
web|7010003|4|3|187.96|3
web|4003001|6|9|270.51|3
web|9009003|1|5|64.40|2
web|9003010|2|9|112.86|1
web|6015002|10|6|216.95|3
web|3003001|2|1|74.65|3
web|8002007|1|2|89.27|1
web|10006011|6|10|476.88|9
web|10005013|5|10|531.13|8
web|6011007|11|9|83.64|1
web|7005003|4|4|130.20|1
web|8011006|1|8|78.92|2
web|6011001|11|3|121.86|2
web|8010005|2|8|100.44|1
web|6016006|3|6|122.07|4
web|9003005|3|3|181.26|3
web|8011007|3|1|336.59|4
web|3004002|9|3|219.21|4
web|8002010|2|8|712.19|9
web|8007007|11|8|133.12|3
web|6002006|14|6|51.52|1
web|1002001|4|4|59.30|2
web|7005006|3|7|370.02|4
web|8009009|8|7|60.69|3
web|7008009|1|5|291.83|3
web|4002001|3|3|398.52|5
web|3001001|8|9|56.94|1
web|7014009|1|9|149.76|1
web|3004001|11|10|137.60|1
web|8013010|13|8|297.49|2
web|5002001|2|5|511.56|9
web|3004001|15|7|84.02|4
web|8002008|3|8|193.86|2
web|9008003|2|5|49.77|1
web|10007002|7|10|293.61|5
web|10016013|2|5|61.80|3
web|9010003|10|2|81.56|3
web|7001008|3|7|64.99|1
web|9001010|1|9|318.20|5
web|9013011|13|2|79.92|4
web|6003005|3|8|197.86|3
web|4004001|8|7|61.62|1
web|1002001|1|4|150.45|1
web|7007007|7|1|124.16|1
web|4002001|5|7|50.18|1
web|7005005|5|7|190.36|4
web|9014011|3|5|235.64|4
web|8011001|11|8|185.78|3
web|9007003|7|3|49.45|1
web|10013004|13|7|95.15|4
web|6015002|2|6|135.94|2
web|10003008|3|10|309.99|5
web|3001001|9|7|308.99|6
web|8014008|2|8|162.52|5
web|3003001|5|8|178.67|2
web|8015007|16|8|67.59|4
web|8010002|6|8|119.82|2
web|9014003|3|7|391.04|6
web|1001001|4|4|414.47|3
web|1004002|9|1|319.64|7
web|10003011|15|7|97.67|2
web|7006003|16|10|140.80|1
web|7015006|14|7|143.46|2
web|10014009|14|10|245.00|6
web|10007013|7|10|407.42|4
web|9010005|10|5|110.05|2
web|1002002|12|1|161.52|2
web|9004011|4|2|66.30|1
web|9008003|8|4|271.87|3
web|9008012|9|9|270.59|3
web|10011005|1|4|299.12|5
web|8014005|14|9|248.25|2
web|6015006|2|6|144.93|4
web|7008008|8|7|481.49|11
web|8010002|2|8|46.99|2
web|8002008|4|8|109.58|2
web|9013011|13|8|147.46|3
store|7010001|3||576.49|9
store|6008007|2||604.52|12
store|9014010|14||632.30|22
store|8003001|2||634.53|13
store|10011015|11||636.44|10
store|9012004|2||661.91|21
store|7009007|2||670.80|13
store|6003006|4||742.27|15
store|3002002|15||753.63|20
store|1001001|7||758.55|22
store|6011004|2||785.34|22
store|9014011|3||1446.28|28
store|9013006|1||841.65|18
store|8006009|6||1295.45|42
store|10002015|2||897.10|24
store|9012006|12||1101.92|39
store|8003008|3||1159.22|21
store|9010012|10||1343.09|36
store|10013017|13||1695.01|40
store|10005011|5||1719.14|36
store|6011002|11||1772.05|50
store|7006004|6||1964.50|40
store|10002009|2||2467.56|62
store|6002006|2||2568.02|66
store|6004008|4||3509.09|87
store|10016008|2||403.97|11
store|8016003|15||407.38|12
store|9007004|9||421.59|12
store|6007008|4||539.94|16
store|9010011|1||559.00|12
store|10013006|2||730.16|16
store|8001004|2||745.24|15
store|1001002|5||821.10|24
store|10001003|1||265.72|5
store|9012004|8||310.27|9
store|2004001|10||978.22|27
store|7010002|4||473.62|9
store|6005002|4||179.62|10
store|7006002|3||274.47|10
store|8005005|10||314.87|10
store|7009002|3||374.07|12
store|7008002|13||456.74|16
store|8004006|1||687.22|16
store|3003002|15||154.36|5
store|7015005|1||492.41|8
store|6010005|4||500.93|13
store|7010003|4||577.63|14
store|7004004|3||374.19|11
store|10015003|3||376.59|7
store|2003001|7||503.11|12
store|6013001|13||532.27|16
store|1004002|6||796.91|22
store|7010006|4||637.50|13
store|6010004|10||3531.62|100
store|8013005|13||1218.38|30
store|9002004|2||371.04|10
store|6011008|15||533.39|17
store|8005009|4||1652.04|38
store|6012008|14||255.15|7
store|8014001|14||395.79|10
store|6015005|16||213.57|7
store|8011009|9||295.77|8
store|9003012|3||536.47|12
store|7008003|2||374.09|10
store|8012009|2||411.41|12
store|9002006|2||1344.08|33
store|9015011|15||855.24|13
store|9015006|12||655.42|15
store|7011007|11||628.79|22
store|8005010|5||3697.24|87
store|10005007|7||429.30|12
store|8008003|8||663.05|16
store|6012002|12||2524.17|67
store|10006007|6||790.03|21
store|8002006|2||1315.85|29
store|1003002|10||759.99|14
store|9016009|10||457.93|10
store|6016002|1||286.66|10
store|10016010|6||416.26|12
store|8006010|2||789.65|16
store|4002001|11||423.29|14
store|8014004|14||2262.20|52
store|1004002|1||1438.32|46
store|9006009|5||433.44|16
store|7011010|8||596.34|17
store|9002004|1||247.94|8
store|5001001|14||440.01|12
store|1004002|5||436.26|11
store|9007003|7||1595.60|45
store|6001008|1||5562.29|133
store|10003002|9||478.29|11
store|10014015|9||239.41|7
store|1003002|6||55.24|3
store|7013007|13||82.21|4
store|8012010|4||106.72|7
store|9008003|3||772.57|18
store|9011006|2||313.71|9
store|6007003|13||344.94|11
store|8016009|16||778.10|25
store|10012001|4||379.21|9
store|9001011|3||924.85|19
store|6013007|4||491.89|12
store|1003002|5||580.47|15
store|3001001|4||1688.25|37
store|10013006|13||1134.12|33
store|10008010|8||1587.34|55
store|9001012|1||1746.00|49
store|6008008|8||1883.88|61
store|7005008|5||2312.57|52
store|7015004|15||3048.01|73
store|3001001|6||350.91|11
store|7010009|10||361.42|9
store|8008006|3||383.68|9
store|10001006|1||1717.98|47
store|10013009|13||865.80|23
store|8015003|4||296.46|9
store|9011006|11||329.11|9
store|10013002|13||932.02|22
store|6015006|3||1277.05|42
store|10008002|8||572.64|15
store|9002009|5||303.77|10
store|7010008|8||617.33|13
store|9014006|4||1012.19|18
store|7009007|9||2041.15|47
store|8012007|4||403.38|10
store|7012010|12||1790.63|48
store|10011003|11||894.99|19
store|9014011|14||440.27|11
store|6011008|11||2469.90|70
store|9012004|12||552.96|18
store|6008001|13||128.89|8
store|10005013|5||909.34|23
store|9008005|3||410.05|10
store|6010006|8||427.85|13
store|1001001|5||1046.99|30
store|8005004|5||784.19|22
store|6016004|1||362.92|12
store|10016016|16||704.42|18
store|5001001|9||433.80|12
store|9014002|14||1359.29|40
store|7001006|1||1689.75|43
store|8002004|2||2250.79|60
store|7012007|12||648.30|16
store|8006010|6||1672.87|48
store|9012009|12||690.29|17
store|7011006|4||296.32|7
store|8015002|15||1797.26|60
store|10004012|1||454.21|13
store|9010009|10||529.85|14
store|10011005|11||850.40|20
store|9009004|12||222.51|4
store|8011003|11||647.22|20
store|9005012|1||354.25|5
store|3002002|5||457.00|15
store|9004005|1||462.82|13
store|1004002|3||2098.44|72
store|10014013|4||108.34|8
store|9005010|4||300.65|11
store|8005003|5||1301.64|33
store|5003002|6||826.09|21
store|10013012|3||229.02|7
store|7014008|4||658.24|15
store|9004006|4||298.44|11
store|9004005|2||251.12|8
store|8013006|13||2652.46|66
store|10005011|4||267.28|11
store|1002001|13||302.25|11
store|6001004|2||415.26|10
store|4003002|13||479.66|13
store|10001017|1||668.98|19
store|6009004|9||2143.85|53
store|6002003|2||1357.21|36
store|3002002|6||455.26|13
store|6002004|2||2773.95|78
store|6005005|5||1218.55|38
store|8006001|16||785.73|14
store|9011012|3||501.15|13
store|9003005|16||297.53|6
store|10016010|2||508.47|20
store|7010002|13||311.57|11
store|7008009|1||845.87|13
store|7007010|1||697.93|16
store|10005004|1||393.36|8
store|6014005|1||472.76|11
store|10012010|12||978.23|32
store|10003009|3||932.48|34
store|2002001|3||2290.12|65
store|7009010|9||2603.09|71
store|10006013|6||2482.87|63
store|8007010|10||602.08|14
store|10010014|10||1675.70|57
store|7011001|11||1383.64|27
store|9010012|4||542.61|12
store|6015002|2||382.70|9
store|10007015|9||273.70|9
store|9005003|1||118.73|7
store|6005001|15||537.51|17
store|10014013|14||1341.16|28
store|6015006|2||551.81|15
store|6012008|12||2294.28|62
store|7012001|11||97.96|4
store|8014005|9||617.49|17
store|10001010|6||346.50|11
store|8003007|7||189.89|6
store|10010011|4||665.46|24
store|5004002|13||518.33|14
store|10006017|6||757.63|25
store|9014006|14||1123.17|34
store|6009002|7||384.00|15
store|9004005|4||1481.41|41
store|9015011|3||613.31|22
store|8005005|13||489.54|16
store|10008008|8||491.59|14
store|9005009|3||665.50|15
store|10016017|3||320.39|9
store|7001006|4||287.06|11
store|9006012|8||427.79|16
store|10014014|14||448.21|10
store|10007016|7||961.21|28
store|8001003|1||1980.16|52
store|3002001|6||712.65|12
store|9012009|13||630.84|13
store|9010010|1||88.65|5
store|9010004|14||94.89|7
store|7002003|1||123.02|6
store|6010007|2||132.67|5
store|7014009|1||137.81|6
store|8015005|15||142.79|8
store|10002007|4||148.31|5
store|7012005|12||526.42|15
store|6012005|2||151.65|9
store|8008001|1||162.65|9
store|8007003|7||210.40|8
store|9001010|4||229.93|5
store|7014006|2||238.69|7
store|8012001|4||350.26|14
store|10014015|11||276.26|8
store|10014011|10||276.84|13
store|9008010|9||280.36|8
store|10003008|8||287.40|6
store|8010002|1||292.91|7
store|1001002|16||296.03|6
store|10003006|4||296.40|8
store|9003012|1||303.33|10
store|5004001|14||314.97|12
store|10007013|9||338.84|11
store|1003001|1||719.67|19
store|9014003|5||345.00|11
store|9009006|4||353.28|8
store|7002006|8||353.90|7
store|7005004|1||362.41|10
store|6003005|3||591.66|21
store|6007003|1||363.88|8
store|10012014|4||366.50|11
store|7008007|3||376.38|9
store|7016008|10||387.74|13
store|6014002|2||392.66|8
store|9011009|11||602.50|17
store|10001010|8||420.23|13
store|9016012|1||425.84|8
store|6015004|11||426.25|10
store|10012011|6||427.45|12
store|9015010|4||434.54|10
store|7008002|6||439.57|12
store|6016006|3||445.91|15
store|10012016|3||466.15|14
store|8002007|6||467.59|9
store|10006001|6||1901.64|46
store|6011003|1||470.18|13
store|3004001|13||487.91|10
store|6005003|5||769.27|20
store|10011015|10||511.05|16
store|2002001|11||801.36|26
store|7011004|4||529.06|15
store|7014001|10||570.73|12
store|8009001|2||750.77|20
store|6003003|3||613.58|13
store|8009003|9||653.19|14
store|7014005|2||678.40|13
store|5001001|15||692.98|13
store|6011006|4||710.32|14
store|4004002|14||849.08|23
store|10007008|7||1100.49|22
store|10012006|12||1105.85|25
store|10014016|14||1211.36|32
store|8011010|11||1646.88|46
store|10014017|4||242.35|6
store|6013008|5||272.14|10
store|6012006|1||347.91|7
store|7003004|12||355.95|9
store|8015001|2||375.70|10
store|10011005|4||414.86|8
store|2001002|7||451.86|13
store|4002002|9||454.20|11
store|7003010|2||458.69|15
store|10013016|1||482.44|7
store|10002017|2||1021.62|22
store|10007015|7||577.18|19
store|8012004|10||703.12|12
store|9013006|13||813.01|18
store|4004002|11||1141.35|26
store|9010009|4||196.03|7
store|6015001|3||206.74|5
store|9009012|4||279.02|8
store|5003001|7||289.74|8
store|9011010|4||308.48|10
store|7012005|14||334.79|10
store|3001001|12||338.54|10
store|10013006|3||432.63|11
store|6014006|3||497.22|13
store|10008013|4||553.12|16
store|8012009|12||578.37|11
store|8010009|16||626.45|18
store|2003002|12||630.49|13
store|7010004|2||750.87|21
store|2002001|16||1329.68|26
store|10011015|2||336.68|9
store|1002002|8||453.83|9
store|8004001|1||468.49|11
store|6014007|4||503.77|11
store|10008001|8||600.47|12
store|10008012|4||614.80|12
store|10002007|9||676.42|15
store|1004002|16||690.80|19
store|7012001|10||98.91|5
store|7008003|4||283.92|8
store|9008010|6||324.97|12
store|10013004|1||226.20|6
store|1002002|6||227.86|13
store|9009005|11||299.32|11
store|8008007|2||423.36|9
store|10014003|4||601.97|12
store|10013009|8||655.90|14
store|3003002|13||906.30|21
store|6009003|2||924.74|17
store|5001001|11||126.21|8
store|6015008|4||320.62|11
store|7010002|7||338.84|8
store|9010009|1||367.43|11
store|10006008|10||454.50|6
store|9010006|2||229.21|9
store|7004010|3||174.85|6
store|9013004|13||299.41|9
store|6015005|5||401.73|15
store|10013008|9||606.87|15
store|9016005|16||145.56|7
store|8013009|2||190.33|10
store|10006012|1||217.99|5
