isin,value
XXXXXS2013709220,1
XXXXUS86771WAA36,1
XXXXXS2176560444,1
XXXXUS025816BN86,1
XXXXUS501044CQ29,1
XXXXXS1632358112,1
XXXXXS2249740601,1
XXXXXS1526515892,1
XXXXXS1651453729,1
XXXXUS89236TED37,1
XXXXDE000NRW0KZ2,1
XXXXUS606839AB40,1
XXXXXS2297220423,1
XXXXES0413860547,1
XXXXUS15135BAV36,1
XXXXUS25466AAP66,1
XXXXXS1843449122,1
XXXXFI4000440227,1
XXXXUS037833AY62,1
XXXXUS55336VAS97,1
XXXXUS55336VAJ98,1
XXXXUS17287HAA86,1
XXXXXS2046736752,1
XXXXDE000CZ45VB7,1
XXXXUS695114CW67,1
XXXXUS37045VAT70,1
XXXXXS1503116599,1
XXXXXS1839386908,1
XXXXXS2234849649,1
XXXXUS808513BC84,1
XXXXUS82620KAD54,1
XXXXXS1467389745,1
XXXXUS69889MAA09,1
XXXXDE000A2BPJ45,1
XXXXXS1590806508,1
XXXXXS1062900912,1
XXXXUS909287AA20,1
XXXXUS833034AH47,1
XXXXXS1843441731,1
XXXXXS1753808929,1
XXXXUS46647PAA49,1
XXXXUS66989HAM07,1
XXXXXS1087984164,1
XXXXUS4581X0DN51,1
XXXXUS36962GXZ26,1
XXXXXS0753143709,1
XXXXUS337738AU25,1
XXXXFR0011755156,1
XXXXXS1520899532,1
XXXXXS2057842176,1
XXXXXS2351310482,1
XXXXUS71654QBB77,1
XXXXUS02209SAV51,1
XXXXDE000A2TSTE8,1
XXXXXS1575045338,1
XXXXUS875372AA29,1
XXXXUSY7140WAF50,1
XXXXUS718549AE82,1
XXXXUS694308HP52,1
XXXXXS2012984154,1
XXXXES0000106700,1
XXXXXS1407695680,1
XXXXXS1368698251,1
XXXXXS2035564975,1
XXXXGR0124037715,1
XXXXUSU7025WAA00,1
XXXXXS2334361271,1
XXXXXS2079388828,1
XXXXUS222213AV22,1
XXXXUS13645RAY09,1
XXXXUS90015WAG87,1
XXXXXS2289588167,1
XXXXUS515110BN30,1
XXXXUS209111FW83,1
XXXXXS2049422343,1
XXXXUS00206RMJ85,1
XXXXUS98955DAA81,1
XXXXUS061202AA55,1
XXXXUS33616CAB63,1
XXXXXS1405769487,1
XXXXUS744573AK22,1
XXXXUS50066PAP53,1
XXXXUS01609WAY84,1
XXXXXS1685653211,1
XXXXUS628530AV91,1
XXXXUS075896AC47,1
XXXXXS2177122624,1
XXXXUS949746SB87,1
XXXXUS15189TAV98,1
XXXXXS2347497906,1
XXXXUS126408HD82,1
XXXXUS836205AR58,1
XXXXXS2360310044,1
XXXXUS22410JAA43,1
XXXXXS1374393103,1
XXXXUS404280BG30,1
XXXXIT0005374043,1
XXXXXS1110449458,1
XXXXUS30034WAA45,1
XXXXUS90320LAG23,1
XXXXUS05578BAT35,1
XXXXXS1509009483,1
XXXXXS2344772426,1
XXXXUS020564AE00,1
XXXXUS279158AE95,1
XXXXUS001055AQ51,1
XXXXUS05502FAC23,1
XXXXUS29273VAH33,1
XXXXXS2358231798,1
XXXXFR0013512381,1
XXXXUS913017DB25,1
XXXXUS67011XAA19,1
XXXXXS1220923996,1
XXXXXS2203969246,1
XXXXXS0304274599,1
XXXXUS58933NAX75,1
XXXXUS676167CC18,1
XXXXUS04686E2R28,1
XXXXUS844741BF49,1
XXXXXS1110833123,1
XXXXUS23636BAY56,1
XXXXUS87227LAA52,1
XXXXUS709599BC73,1
XXXXUS361448BE25,1
XXXXUSU37818AT53,1
XXXXUS292480AM22,1
XXXXXS2243350753,1
XXXXXS0911024635,1
XXXXDE000A13R8M3,1
XXXXUS12513GBA67,1
XXXXUS44962LAC19,1
XXXXDE000A13SL91,1
XXXXXS1308278453,1
XXXXXS2000504444,1
XXXXUS904764AS64,1
XXXXUS045167CW12,1
XXXXUS42704MAA09,1
XXXXUS74834LAY65,1
XXXXUS110122CV84,1
XXXXUS097023CU76,1
XXXXES0000012H33,1
XXXXUS46132FAC41,1
XXXXFR0013424876,1
XXXXUS91324PBN15,1
XXXXDE000A2R7JE1,1
XXXXUS24820RAG39,1
XXXXXS2339015393,1
XXXXDE000A289NF1,1
XXXXUS94876QAA40,1
XXXXXS2013512608,1
XXXXXS0944835734,1
XXXXUS87612EAR71,1
XXXXUS019736AF46,1
XXXXUS00206RBH49,1
XXXXXS2067265475,1
XXXXXS2187529180,1
XXXXUS892331AE95,1
XXXXXS0811690550,1
XXXXUS20030NDN84,1
XXXXUS94106LBP31,1
XXXXDE000A3H2Z80,1
XXXXUS676167BW80,1
XXXXUS693483AE93,1
XXXXXS0914791412,1
XXXXUS48667QAQ82,1
XXXXUS110122DD77,1
XXXXUSN39427AK07,1
XXXXUS20826FAF36,1
XXXXFR0013456621,1
XXXXXS2182121405,1
XXXXUS929089AC42,1
XXXXUSY52758AE20,1
XXXXUS38869AAB35,1
XXXXUS125491AP51,1
XXXXUS226373AQ18,1
XXXXXS1125272143,1
XXXXXS2082380515,1
XXXXUS29246QAB14,1
XXXXUS88732JBD90,1
XXXXUS92240MBJ62,1
XXXXUS49456BAR24,1
XXXXXS1965523084,1
XXXXUS85571BAU98,1
XXXXUS009158BB15,1
XXXXXS2013539635,1
XXXXUS026874BE68,1
XXXXUS09239BAB53,1
XXXXDE000A2RYD83,1
XXXXUS89788JAA79,1
XXXXXS2258398911,1
XXXXUS63861WAD74,1
XXXXUS501044DC24,1
XXXXUS57636QAG91,1
XXXXXS1030998469,1
XXXXUS6174468C63,1
XXXXUS22411VAN82,1
XXXXBE0000333428,1
XXXXXS2110110686,1
XXXXUS15238RAG74,1
XXXXUS00206RKG64,1
XXXXUS25470DAK54,1
XXXXUS110122DC94,1
XXXXXS1684269332,1
XXXXUS683720AA42,1
XXXXXS0545440900,1
XXXXXS1970667769,1
XXXXUS161175BK95,1
XXXXUS85513LAB09,1
XXXXUS842587DH79,1
XXXXXS1195502031,1
XXXXUSP37878AB43,1
XXXXUS86562MBV19,1
XXXXGB00B52WS153,1
XXXXFR0013447604,1
XXXXXS1867406024,1
XXXXUS12008RAM97,1
XXXXUS444454AD48,1
XXXXXS1814900806,1
XXXXUSP9367RAG67,1
XXXXXS0172989252,1
XXXXBE0002272418,1
XXXXXS1419661118,1
XXXXUS90138FAD42,1
XXXXXS1508390090,1
XXXXXS2115094737,1
XXXXUS404530AB34,1
XXXXXS2243322976,1
XXXXUSY20721AJ83,1
XXXXUS023551AJ38,1
XXXXUS855244AP46,1
XXXXXS2240512124,1
XXXXUS74251VAF94,1
XXXXUS53079EBL74,1
XXXXXS0863076930,1
XXXXXS2013574202,1
XXXXXS2014370915,1
XXXXUS12189LAM37,1
XXXXUS89352HAZ29,1
XXXXUS37231BAA61,1
XXXXUS69371RQ821,1
XXXXUS29246QAD79,1
XXXXUS928668BB76,1
XXXXIT0005094088,1
XXXXUSJ45174AF61,1
XXXXUS031162CS70,1
XXXXUS759351AM18,1
XXXXUS22411VAK44,1
XXXXUS778296AG89,1
XXXXUS581557BJ38,1
XXXXXS2109391214,1
XXXXUS878091BD86,1
XXXXXS0387079907,1
XXXXUS03027XBJ81,1
XXXXXS1054522922,1
XXXXUS466313AH63,1
XXXXUS92857WBC38,1
XXXXUS00138EAS37,1
XXXXXS2014278944,1
XXXXFR0010371401,1
XXXXUS00928QAP63,1
XXXXXS1767930586,1
XXXXXS0780267406,1
XXXXXS1691798240,1
XXXXXS2259627235,1
XXXXDE0001789337,1
XXXXXS1602515733,1
XXXXUSY81647AB84,1
XXXXSK4120009044,1
XXXXUS879369AG12,1
XXXXXS2196324011,1
XXXXDE000A1RQB11,1
XXXXXS1570025111,1
XXXXUS740189AP05,1
XXXXFR0013020450,1
XXXXUS14162VAB27,1
XXXXFR0013299591,1
XXXXUS478375AL26,1
XXXXXS1071713470,1
XXXXUS961214EQ27,1
XXXXBE6316405560,1
XXXXUS91127KAE29,1
XXXXUS914886AE62,1
XXXXXS1246658501,1
XXXXDE000SLB4204,1
XXXXUS29766LAA44,1
XXXXPTTAPDOM0005,1
XXXXUS117043AE96,1
XXXXUS47216FAA57,1
XXXXXS1856799421,1
XXXXUS20030NDH17,1
XXXXUS571748AX08,1
XXXXXS2109394077,1
XXXXUS110122DN59,1
XXXXXS1379158048,1
XXXXUS716564AB55,1
XXXXXS2347769833,1
XXXXXS1901718509,1
XXXXXS0877741479,1
XXXXUS87938WAW38,1
XXXXXS2351301499,1
XXXXUS25468PDM59,1
XXXXUS78472GAA76,1
XXXXUS29717PAZ09,1
XXXXUS00912XBE31,1
XXXXUS277432AW04,1
XXXXUS45867XAG97,1
XXXXDE000LB01ZU3,1
XXXXUS247109BS95,1
XXXXUS345370BT64,1
XXXXUS67103HAD98,1
XXXXXS2179038232,1
XXXXXS2178221490,1
XXXXUS00404AAP49,1
XXXXUSG20011AC94,1
XXXXXS1991047306,1
XXXXUS79588TAC45,1
XXXXUS163092AD18,1
XXXXUS750236AX98,1
XXXXFR0013367604,1
XXXXXS0138036842,1
XXXXUS031162CR97,1
